stock_code,description,parent_stock_type,parent_stock_code,stock_available
SG1089-RED-L,"Showgirl Sneak Peak Glittering Tanga - Red Large",Tanga,SG1089,8,"Rene\1089-RED"
SG1089-RED-S,"Showgirl Sneak Peak Glittering Tanga - Red Small",Tanga,SG1089,7,"Rene\1089-RED"
SG1089-WHT-L,"Showgirl Sneak Peak Glittering Tanga - White Large",Tanga,SG1089,9,"Rene\1089-WHT"
SG1089-WHT-M,"Showgirl Sneak Peak Glittering Tanga - White Medium",Tanga,SG1089,13,"Rene\1089-WHT"
SG1089-WHT-S,"Showgirl Sneak Peak Glittering Tanga - White Small",Tanga,SG1089,14,"Rene\1089-WHT"
SG1091-BLK-L,"Showgirl wildest Dreams Rear Window Bikini - Black Large",Bikini,SG1091,8,"Rene\1091-BLK"
SG1091-BLK-S,"Showgirl wildest Dreams Rear Window Bikini - Black Small",Bikini,SG1091,5,"Rene\1091-BLK"
SG1092-BLK-L,"Showgirl Solo Act Sequin Ruched Mesh Hipster - Black Large",Hipster,SG1092,12,"Rene\1092-BLK"
SG1092-BLK-M,"Showgirl Solo Act Sequin Ruched Mesh Hipster - Black Medium",Hipster,SG1092,17,"Rene\1092-BLK"
SG1092-BLK-S,"Showgirl Solo Act Sequin Ruched Mesh Hipster - Black Small",Hipster,SG1092,18,"Rene\1092-BLK"
SG1093-WHT-L,"Showgirl Show Off Sequin Thong With Mesh - White Large",Thong,SG1093,22,"Rene\1093-WHT"
SG1094-RED-L,"Showgirl Center Stage Skirted Split Si - Red Large",Thong,SG1094,8,"Rene\1094-RED"
SG1094-RED-M,"Showgirl Center Stage Skirted Split Si - Red Medium",Thong,SG1094,11,"Rene\1094-RED"
SG1094-RED-S,"Showgirl Center Stage Skirted Split Si - Red Small",Thong,SG1094,11,"Rene\1094-RED"
SG1097-BLK-S,"Showgirl Fetching Fishnet Hipkini - Black Small",Bikini,SG1097,24,"Rene\1097-BLK"
SG1107,,Tanga,SG1107,0,"Rene\1107-BLK"
B2005-RSE-30DD,"Bombshell Balconette Bra - Rose 30DD",Bra,B2005,14,"Rene\B2005-ROS"
B2005-RSE-30DDD,"Bombshell Balconette Bra - Rose 30DDD",Bra,B2005,12,"Rene\B2005-ROS"
B2005-RSE-30F,"Bombshell Balconette Bra - Rose 30F",Bra,B2005,15,"Rene\B2005-ROS"
B2005-RSE-32DD,"Bombshell Balconette Bra - Rose 32DD",Bra,B2005,11,"Rene\B2005-ROS"
B2005-RSE-32DDD,"Bombshell Balconette Bra - Rose 32DDD",Bra,B2005,17,"Rene\B2005-ROS"
B2005-RSE-32F,"Bombshell Balconette Bra - Rose 32F",Bra,B2005,20,"Rene\B2005-ROS"
B2005-RSE-34DD,"Bombshell Balconette Bra - Rose 34DD",Bra,B2005,13,"Rene\B2005-ROS"
B2005-RSE-34DDD,"Bombshell Balconette Bra - Rose 34DDD",Bra,B2005,12,"Rene\B2005-ROS"
B2005-RSE-34F,"Bombshell Balconette Bra - Rose 34F",Bra,B2005,4,"Rene\B2005-ROS"
B2005-RSE-36DDD,"Bombshell Balconette Bra - Rose 36DDD",Bra,B2005,8,"Rene\B2005-ROS"
B2005-RSE-36F,"Bombshell Balconette Bra - Rose 36F",Bra,B2005,3,"Rene\B2005-ROS"
B2001-BLK-30DD,"Double Pleasure Lace Bra - Black 30DD",Bra,B2001,9,"Rene\B2001-BLK"
B2001-BLK-30DDD,"Double Pleasure Lace Bra - Black 30DDD",Bra,B2001,16,"Rene\B2001-BLK"
B2001-BLK-30F,"Double Pleasure Lace Bra - Black 30F",Bra,B2001,11,"Rene\B2001-BLK"
B2001-BLK-32DD,"Double Pleasure Lace Bra - Black 32DD",Bra,B2001,11,"Rene\B2001-BLK"
B2001-BLK-32DDD,"Double Pleasure Lace Bra - Black 32DDD",Bra,B2001,12,"Rene\B2001-BLK"
B2001-BLK-32F,"Double Pleasure Lace Bra - Black 32F",Bra,B2001,11,"Rene\B2001-BLK"
B2001-BLK-34DD,"Double Pleasure Lace Bra - Black 34DD",Bra,B2001,11,"Rene\B2001-BLK"
B2001-BLK-34DDD,"Double Pleasure Lace Bra - Black 34DDD",Bra,B2001,8,"Rene\B2001-BLK"
B2001-BLK-34F,"Double Pleasure Lace Bra - Black 34F",Bra,B2001,11,"Rene\B2001-BLK"
B2001-BLK-36DDD,"Double Pleasure Lace Bra - Black 36DDD",Bra,B2001,11,"Rene\B2001-BLK"
B2002-BLK-30DDD,"Soft Touch Deep Plunge Bra - Black 30DDD",Bra,B2002,4,"Rene\B2002-BLK"
B2002-BLK-30F,"Soft Touch Deep Plunge Bra - Black 30F",Bra,B2002,11,"Rene\B2002-BLK"
B2002-BLK-32DD,"Soft Touch Deep Plunge Bra - Black 32DD",Bra,B2002,4,"Rene\B2002-BLK"
B2002-BLK-32DDD,"Soft Touch Deep Plunge Bra - Black 32DDD",Bra,B2002,4,"Rene\B2002-BLK"
B2002-BLK-32F,"Soft Touch Deep Plunge Bra - Black 32F",Bra,B2002,2,"Rene\B2002-BLK"
B2002-BLK-34DD,"Soft Touch Deep Plunge Bra - Black 34DD",Bra,B2002,2,"Rene\B2002-BLK"
B2002-BLK-34DDD,"Soft Touch Deep Plunge Bra - Black 34DDD",Bra,B2002,5,"Rene\B2002-BLK"
B2002-BLK-36DDD,"Soft Touch Deep Plunge Bra - Black 36DDD",Bra,B2002,1,"Rene\B2002-BLK"
B2003-BLK-30DD,"Bombshell Lace Seduction Moulded Demi Bra - Black 30DD",Bra,B2003,15,"Rene\B2003-BLK"
B2003-BLK-30DDD,"Bombshell Lace Seduction Moulded Demi Bra - Black 30DDD",Bra,B2003,18,"Rene\B2003-BLK"
B2003-BLK-30F,"Bombshell Lace Seduction Moulded Demi Bra - Black 30F",Bra,B2003,5,"Rene\B2003-BLK"
B2003-BLK-32DD,"Bombshell Lace Seduction Moulded Demi Bra - Black 32DD",Bra,B2003,2,"Rene\B2003-BLK"
B2003-BLK-32DDD,"Bombshell Lace Seduction Moulded Demi Bra - Black 32DDD",Bra,B2003,2,"Rene\B2003-BLK"
B2003-BLK-32F,"Bombshell Lace Seduction Moulded Demi Bra - Black 32F",Bra,B2003,15,"Rene\B2003-BLK"
B2003-BLK-34DDD,"Bombshell Lace Seduction Moulded Demi Bra - Black 34DDD",Bra,B2003,4,"Rene\B2003-BLK"
B2003-BLK-34F,"Bombshell Lace Seduction Moulded Demi Bra - Black 34F",Bra,B2003,2,"Rene\B2003-BLK"
B2003-BLK-36DDD,"Bombshell Lace Seduction Moulded Demi Bra - Black 36DDD",Bra,B2003,7,"Rene\B2003-BLK"
B2004-TAN-30DD,"Bombshell Hidden Assets Moulded Demi Bra - Tan 30DD",Bra,B2004,3,"Rene\B2004-TAN"
B2004-TAN-30DDD,"Bombshell Hidden Assets Moulded Demi Bra - Tan 30DDD",Bra,B2004,4,"Rene\B2004-TAN"
B2004-TAN-30F,"Bombshell Hidden Assets Moulded Demi Bra - Tan 30F",Bra,B2004,3,"Rene\B2004-TAN"
B2004-TAN-32DD,"Bombshell Hidden Assets Moulded Demi Bra - Tan 32DD",Bra,B2004,3,"Rene\B2004-TAN"
B2004-TAN-32DDD,"Bombshell Hidden Assets Moulded Demi Bra - Tan 32DDD",Bra,B2004,5,"Rene\B2004-TAN"
B2004-TAN-32F,"Bombshell Hidden Assets Moulded Demi Bra - Tan 32F",Bra,B2004,1,"Rene\B2004-TAN"
B2004-TAN-34DDD,"Bombshell Hidden Assets Moulded Demi Bra - Tan 34DDD",Bra,B2004,4,"Rene\B2004-TAN"
B2004-TAN-36F,"Bombshell Hidden Assets Moulded Demi Bra - Tan 36F",Bra,B2004,2,"Rene\B2004-TAN"
B2006-BLK-30DD,"Bombshell Love Affair Lace Demicup Bra - Black 30DD",Bra,B2006,4,"Rene\B2006-BLK"
B2006-BLK-30DDD,"Bombshell Love Affair Lace Demicup Bra - Black 30DDD",Bra,B2006,16,"Rene\B2006-BLK"
B2006-BLK-30F,"Bombshell Love Affair Lace Demicup Bra - Black 30F",Bra,B2006,10,"Rene\B2006-BLK"
B2006-BLK-32DD,"Bombshell Love Affair Lace Demicup Bra - Black 32DD",Bra,B2006,3,"Rene\B2006-BLK"
B2006-BLK-32DDD,"Bombshell Love Affair Lace Demicup Bra - Black 32DDD",Bra,B2006,6,"Rene\B2006-BLK"
B2006-BLK-32F,"Bombshell Love Affair Lace Demicup Bra - Black 32F",Bra,B2006,21,"Rene\B2006-BLK"
B2006-BLK-34DD,"Bombshell Love Affair Lace Demicup Bra - Black 34DD",Bra,B2006,7,"Rene\B2006-BLK"
B2006-BLK-34DDD,"Bombshell Love Affair Lace Demicup Bra - Black 34DDD",Bra,B2006,27,"Rene\B2006-BLK"
B2006-BLK-34F,"Bombshell Love Affair Lace Demicup Bra - Black 34F",Bra,B2006,1,"Rene\B2006-BLK"
B2006-BLK-36DD,"Bombshell Love Affair Lace Demicup Bra - Black 36DD",Bra,B2006,2,"Rene\B2006-BLK"
B2006-BLK-36DDD,"Bombshell Love Affair Lace Demicup Bra - Black 36DDD",Bra,B2006,5,"Rene\B2006-BLK"
B2006-BLK-36F,"Bombshell Love Affair Lace Demicup Bra - Black 36F",Bra,B2006,3,"Rene\B2006-BLK"
RR50016-WHT-OS,"Rene Rofe Naughty Nurse 3pc Set White / One Size","Bedroom Costume",RR50016,3,"Rene\50016-WHT.jpg","Rene\50016-back.jpg"
RR7094-RED-OS,"Rene Rofe All Heart Crotchless Bodystocking Red / One Size",Bodystocking,RR7094,2,"Rene\7094-RED-All-Heart-Crotchless-Bodystocking-0572.jpg","Rene\7094-RED-All-Heart-Crotchless-Bodystocking-0602.jpg"
RR7095-BLK-OS,"Rene Rofe Neo Geo Crotchless Bodystocking Black / One Size",Bodystocking,RR7095,2,"Rene\7095-BLK-Neo-Geo-Crotchless-Bodystocking-0772.jpg","Rene\7095-BLK-Neo-Geo-Crotchless-Bodystocking-0796.jpg"
RR50018-BLK-S/M,"Rene Rofe Midnight Halter Teddy Black / Small/Medium",Teddy,RR50018,0,"Rene\50018-BLK-0202 (1).jpg","Rene\50018-BLK-0232 (1).jpg"
RR50018-BLK-M/L,"Rene Rofe Midnight Halter Teddy Black / Medium/Large",Teddy,RR50018,0,"Rene\50018-BLK-0202 (1).jpg","Rene\50018-BLK-0232 (1).jpg"
RR50019-BLK-S/M,"Rene Rofe Up To My Neck 4pc Choker Set Black / Small/Medium",Teddy,RR50019,0,"Rene\50019-BLK-Up-To-My-Neck-3PC-Choker-Set-0392.jpg","Rene\50019-BLK-Up-To-My-Neck-3PC-Choker-Set-0413 (1).jpg"
RR50019-BLK-M/L,"Rene Rofe Up To My Neck 4pc Choker Set Black / Medium/Large",Teddy,RR50019,0,"Rene\50019-BLK-Up-To-My-Neck-3PC-Choker-Set-0392.jpg","Rene\50019-BLK-Up-To-My-Neck-3PC-Choker-Set-0413 (1).jpg"
RR51010-BLK-S/M,"Rene Rofe Midnight Halter Chemise Set Black / Small/Medium",Chemise,RR51010,0,"Rene\51010-BLK-0176 (1).jpg","Rene\51010-BLK--0186 (1).jpg"
RR51010-BLK-M/L,"Rene Rofe Midnight Halter Chemise Set Black / Medium/Large",Chemise,RR51010,0,"Rene\51010-BLK-0176 (1).jpg","Rene\51010-BLK--0186 (1).jpg"
RR53017-WHT-OS,"Rene Rofe Teachers Pet 5pc Set White / One Size","Bedroom Costume",RR53017,6,"Rene\53017-WHT-Teachers-Pet-5pc-Set-9707.jpg","Rene\53017-Teachers-Pet-5pc-Set-9736.jpg"
RR53018-BLK-OS,"Rene Rofe At Your Service 6pc Maid Set Black / One Size","Bedroom Costume",RR53018,5,"Rene\53018-BLK-At-Your-Service-6pc-Maid-Set-9841.jpg","Rene\53018-BLK-At-Your-Service-6pc-Maid-Set-9885.jpg"
RR53019-WHT-OS,"Rene Rofe Sweet Mary Jane 4pc Set White / One Size","Bedroom Costume",RR53019,5,"Rene\53019-WHT-Sweet-Mary-Jane-4pc-Set-9766.jpg","Rene\53019-WHT-Sweet-Mary-Jane-4pc-Set-9831.jpg"
RR53020-BLK-S/M,"Rene Rofe New In Town 2pc Bra Set Black / Small/Medium","Bra Set",RR53020,2,"Rene\53020-BLK-New-In-Town-2pc-Bra-Set-0298.jpg","Rene\53020-BLK-New-In-Town-2pc-Bra-Set-0316.jpg"
RR53020-BLK-M/L,"Rene Rofe New In Town 2pc Bra Set Black / Medium/Large","Bra Set",RR53020,2,"Rene\53020-BLK-New-In-Town-2pc-Bra-Set-0298.jpg","Rene\53020-BLK-New-In-Town-2pc-Bra-Set-0316.jpg"
RR53021-BLK-S/M,"Rene Rofe Naughty Knickers 2pc Bra Set Black / Small/Medium","Bra Set",RR53021,2,"Rene\53021-BLK-Naughty-Knicker-3pc-Bra-Set-0358.jpg","Rene\53021-BLK-Naughty-Knicker-3pc-Bra-Set-0337.jpg"
RR53021-BLK-M/L,"Rene Rofe Naughty Knickers 2pc Bra Set Black / Medium/Large","Bra Set",RR53021,2,"Rene\53021-BLK-Naughty-Knicker-3pc-Bra-Set-0358.jpg","Rene\53021-BLK-Naughty-Knicker-3pc-Bra-Set-0337.jpg"
RR53022-BLK-S/M,"Rene Rofe 3pc Straps And Garters Bra Set Black / Small/Medium","Bra Set",RR53022,2,"Rene\53022-BLK.jpg","Rene\53022-BLK-B.jpg"
RR53022-BLK-M/L,"Rene Rofe 3pc Straps And Garters Bra Set Black / Medium/Large","Bra Set",RR53022,1,"Rene\53022-BLK.jpg","Rene\53022-BLK-B.jpg"
RR7096-BLK-S/M,"Rene Rofe Straight Up 3pc Garter Set Black / Small/Medium","Bra Set",RR7096,0,"Rene\7096-BLK-Straight-Up-3pc-Garter-Set-0994 (1).jpg","Rene\7096-BLK--Straight-Up-3pc-Garter-Set-1029 (1).jpg"
RR7096-BLK-M/L,"Rene Rofe Straight Up 3pc Garter Set Black / Medium/Large","Bra Set",RR7096,0,"Rene\7096-BLK-Straight-Up-3pc-Garter-Set-0994 (1).jpg","Rene\7096-BLK--Straight-Up-3pc-Garter-Set-1029 (1).jpg"
RR50017-NVY-OS,"Rene Rofe Stop The Traffic 2pc Set Navy / One Size","Bedroom Costume",RR50017,49,"Rene\50017-NVY-Stop-Traffic-2pc-Set-9933 (1).jpg","Rene\50017-NVY-Stop-Traffic-3pc-Set-9954 (1).jpg"
RR20004X-RED-1X2X,"Unwrap Me Satin Bow Teddy Red / 1X2X",Teddy,RR20004X,1,"Rene\20004-RED.jpg","Rene\20004-RED-B.jpg"
RR7097-BLK-OS,"Rene Rofe Sparkle Crotchless Bodystocking Black / One Size",Bodystocking,RR7097,1,"Rene\7097-BLK-Sparkle-Crotchless-Bodystocking-0695.jpg","Rene\7097-BLK-Sparkle-Crotchless-Bodystocking-0714.jpg"
RR7097-RED-OS,"Rene Rofe Sparkle Crotchless Bodystocking Red / One Size",Bodystocking,RR7097,13
RR51012-BLK-S/M,"Dress To Impress Garterslip Black / Small/Medium",Chemise,RR51012,0,"Rene\51012-BLK.jpg","Rene\51012-BLK-b.jpg"
RR51012-BLK-M/L,"Dress To Impress Garterslip Black / Medium/Large",Chemise,RR51012,0,"Rene\51012-BLK.jpg","Rene\51012-BLK-b.jpg"
RR53023-BLK-S/M,"Sweet Temptations 3pc Set Black / Small/Medium","Bra Set",RR53023,3,"Rene\53023-BLK.jpg","Rene\53023-BLK-b2.jpg"
RR53023-BLK-M/L,"Sweet Temptations 3pc Set Black / Medium/Large","Bra Set",RR53023,3,"Rene\53023-BLK.jpg","Rene\53023-BLK-b2.jpg"
RR1157-BLK-S/M,"Simple Fantasy Crotchless Panty Black / Small/Medium",Panty,RR1157,0,"Rene\1157-BLK.jpg","Rene\1157-BLK-b.jpg"
RR1157-BLK-M/L,"Simple Fantasy Crotchless Panty Black / Medium/Large",Panty,RR1157,0,"Rene\1157-BLK.jpg","Rene\1157-BLK-b.jpg"
RR1157-RED-S/M,"Simple Fantasy Crotchless Panty Red / Small/Medium",Panty,RR1157,0,"Rene\1157-RED.jpg","Rene\1157-RED-b.jpg"
RR1157-RED-M/L,"Simple Fantasy Crotchless Panty Red / Medium/Large",Panty,RR1157,0,"Rene\1157-RED.jpg","Rene\1157-RED-b.jpg"
RR1158-BLK-S/M,"Indulgence Lace Up Crtls Thong Black / Small/Medium",Thong,RR1158,0,"Rene\1158-BLK.jpg","Rene\1158-BLK-b.jpg"
RR1158-BLK-M/L,"Indulgence Lace Up Crtls Thong Black / Medium/Large",Thong,RR1158,0,"Rene\1158-BLK.jpg","Rene\1158-BLK-b.jpg"
RR1158-RED-S/M,"Indulgence Lace Up Crtls Thong Red / Small/medium",Thong,RR1158,0,"Rene\1158-RED.jpg","Rene\1158-RED-b.jpg"
RR1158-RED-M/L,"Indulgence Lace Up Crtls Thong Red / Medium/Large",Thong,RR1158,0,"Rene\1158-RED.jpg","Rene\1158-RED-b.jpg"
RR1159-BLK-S/M,"Bow To Me High Waist Crthls Panty Black / Small/Medium",Panty,RR1159,0,"Rene\1159-BLK.jpg","Rene\1159-BLK-b.jpg"
RR1159-BLK-M/L,"Bow To Me High Waist Crthls Panty Black / Medium/Large",Panty,RR1159,0,"Rene\1159-BLK.jpg","Rene\1159-BLK-b.jpg"
RR1159-RED-S/M,"Bow To Me High Waist Crthls Panty Red / Small/Medium",Panty,RR1159,0,"Rene\1159-RED.jpg","Rene\1159-RED-b.jpg"
RR1159-RED-M/L,"Bow To Me High Waist Crthls Panty Red / Medium/Large",Panty,RR1159,0,"Rene\1159-RED.jpg","Rene\1159-RED-b.jpg"
RR50020-BLK-S/M,"Say My Name Plunge Teddy Black / Small/Medium",Teddy,RR50020,0,"Rene\50020-BLK.jpg","Rene\50020-BLK-b.jpg"
RR50020-BLK-M/L,"Say My Name Plunge Teddy Black / Medium/Large",Teddy,RR50020,0,"Rene\50020-BLK.jpg","Rene\50020-BLK-b.jpg"
RR50021-BLK-S/M,"Delicate Darling Teddy Black / Small/Medium",Teddy,RR50021,0,"Rene\50021-BLK.jpg","Rene\50021-BLK-b.jpg"
RR50021-BLK-M/L,"Delicate Darling Teddy Black / Medium/Large",Teddy,RR50021,0,"Rene\50021-BLK.jpg","Rene\50021-BLK-b.jpg"
RR50022-BLK-S/M,"Daring Darling Lace Teddy Black / Small/Medium",Teddy,RR50022,0,"Rene\50022-BLK.jpg","Rene\50022-BLK-b.jpg"
RR50022-BLK-M/L,"Daring Darling Lace Teddy Black / Medium/Large",Teddy,RR50022,0,"Rene\50022-BLK.jpg","Rene\50022-BLK-b.jpg"
RR51009-BLK-S/M,"Rene Rofe Out Front Lace & Mesh Chemise Black / Small/Medium",Chemise,RR51009,0,"Rene\51009-BLK-Out-Front-Lace-and-Mesh-Teddy-Set-0003.jpg","Rene\51009-BLK-Out-Front-Lace-and-Mesh-Teddy-Set-0021.jpg"
RR51009-BLK-M/L,"Rene Rofe Out Front Lace & Mesh Chemise Black / Medium/Large",Chemise,RR51009,0,"Rene\51009-BLK-Out-Front-Lace-and-Mesh-Teddy-Set-0003.jpg","Rene\51009-BLK-Out-Front-Lace-and-Mesh-Teddy-Set-0021.jpg"
RR51011-BLK-S/M,"Dolled Up Halter 2pc Chemise Black / Small/Medium",Chemise,RR51011,0,"Rene\51011-BLK.jpg","Rene\51011-BLK-b.jpg"
RR51011-BLK-M/L,"Dolled Up Halter 2pc Chemise Black / Medium/Large",Chemise,RR51011,0,"Rene\51011-BLK.jpg","Rene\51011-BLK-b.jpg"
RR51011-RED-S/M,"Dolled Up Halter 2pc Chemise Red / Small/Medium",Chemise,RR51011,0,"Rene\51011-RED.jpg","Rene\51011-RED-b.jpg"
RR51011-RED-M/L,"Dolled Up Halter 2pc Chemise Red / Medium/Large",Chemise,RR51011,0,"Rene\51011-RED.jpg","Rene\51011-RED-b.jpg"
RR53024-BLK-S/M,"Staying In 2pc Set Black / Small/Medium","Bra Set",RR53024,3,"Rene\53024-BLK.jpg","Rene\53024-BLK-b.jpg"
RR53024-BLK-M/L,"Staying In 2pc Set Black / Medium/Large","Bra Set",RR53024,3,"Rene\53024-BLK.jpg","Rene\53024-BLK-b.jpg"
RR53024-BUR-S/M,"Staying In 2pc Set Burgundy / Small/Medium","Bra Set",RR53024,3
RR53024-BUR-M/L,"Staying In 2pc Set Burgundy / Medium/Large","Bra Set",RR53024,3
RR53025-BLK-S/M,"Dare Me 2pc Bra & Panty Set Black / Small/Medium","Bra Set",RR53025,0
RR53025-BLK-M/L,"Dare Me 2pc Bra & Panty Set Black / Medium/Large","Bra Set",RR53025,0
RR7080X-TEA-QS,"Swept Up Mini Dress Teal / Queen Size",Dress,RR7080X,3,"Rene\7080X-TEA-Swept-Up-Mini-Dress-5501.jpg","Rene\7080X-TEA-Swept-Up-Mini-Dress-5524.jpg"
RR7080X-BLK-QS,"Swept Up Mini Dress Black / Queen Size",Dress,RR7080X,3,"Rene\7080X-BLK-Swept-Up-Mini-Dress-5004.jpg","Rene\7080X-BLK-Swept-Up-Mini-Dress-5035.jpg"
RR1163-WHT-S/M,"Lie To Me Crotchless Panty White / Small/Medium",Panty,RR1163,3
RR1163-WHT-M/L,"Lie To Me Crotchless Panty White / Medium/Large",Panty,RR1163,0
RR1163-PNK-S/M,"Lie To Me Crotchless Panty Pink / Small/Medium",Panty,RR1163,0
RR1163-PNK-M/L,"Lie To Me Crotchless Panty Pink / Medium/Large",Panty,RR1163,0
RR1164-BLK-S/M,"Surrender Crotchless Panty Black / Small/Medium",Panty,RR1164,3
RR1164-BLK-M/L,"Surrender Crotchless Panty Black / Medium/Large",Panty,RR1164,0
RR1164-PNK-S/M,"Surrender Crotchless Panty Pink / Small/Medium",Panty,RR1164,3
RR1164-PNK-M/L,"Surrender Crotchless Panty Pink / Medium/Large",Panty,RR1164,0
RR1168-BLK-S/M,"Flirtation Panty Black / Small/Medium",Panty,RR1168,0
RR1168-BLK-M/L,"Flirtation Panty Black / Medium/Large",Panty,RR1168,0
RR1168-PNK-S/M,"Flirtation Panty Pink / Small/Medium",Panty,RR1168,0
RR1168-PNK-M/L,"Flirtation Panty Pink / Medium/Large",Panty,RR1168,0
RR53015-BLK-S/M,"Cut Out Bra & Open Back Panty Black / Small/Medium",Panty,RR53015,0,"Rene\53015-BLK.jpg","Rene\53015-BLK-b.jpg"
RR53015-BLK-M/L,"Cut Out Bra & Open Back Panty Black / Medium/Large",Panty,RR53015,10,"Rene\53015-BLK.jpg","Rene\53015-BLK-b.jpg"
RR53026-BLK-S/M,"Boss Of You 3pc Garter Set Black / Small/Medium",Garterbelt,RR53026,0
RR53026-BLK-M/L,"Boss Of You 3pc Garter Set Black / Medium/Large",Garterbelt,RR53026,0
RR53028-BLK-S/M,"Midnight 2pc Halter Set Black / Small/Medium","Bra Set",RR53028,3
RR53028-BLK-M/L,"Midnight 2pc Halter Set Black / Medium/Large","Bra Set",RR53028,3
RR1160-BLK-S/M,"Sheer Seduction Garter Black / Small/Medium",Garterbelt,RR1160,3
RR1160-BLK-M/L,"Sheer Seduction Garter Black / Medium/Large",Garterbelt,RR1160,3
RR1162-BLK-S/M,"Escape Artist Lace Crotchless Hipster Black / Small/Medium",Knicker,RR1162,0
RR1162-BLK-M/L,"Escape Artist Lace Crotchless Hipster Black / Medium/Large",Knicker,RR1162,0
RR1162-RED-S/M,"Escape Artist Lace Crotchless Hipster Red / Small/Medium",Knicker,RR1162,0
RR1162-RED-M/L,"Escape Artist Lace Crotchless Hipster Red / Medium/Large",Knicker,RR1162,0
RR1165-BLK-S/M,"Upgrade Garter Panty Black / Small/Medium",Panty,RR1165,0
RR1165-BLK-M/L,"Upgrade Garter Panty Black / Medium/Large",Panty,RR1165,0
RR1165-PNK-S/M,"Upgrade Garter Panty Pink / Small/Medium",Panty,RR1165,0
RR1165-PNK-M/L,"Upgrade Garter Panty Pink / Medium/Large",Panty,RR1165,0
RR1166-BLK-S/M,"Play With Me Crotchless Thong Black / Small/Medium",Thong,RR1166,0
RR1166-BLK-M/L,"Play With Me Crotchless Thong Black / Medium/Large",Thong,RR1166,0
RR1166-PNK-S/M,"Play With Me Crotchless Thong Pink / Small/Medium",Thong,RR1166,0
RR1167-BLK-S/M,"Dream Of Me Crotchless Garter Thong Black / Small/Medium",Thong,RR1167,0
RR1167-BLK-M/L,"Dream Of Me Crotchless Garter Thong Black / Medium/Large",Thong,RR1167,0
RR1167-PNK-S/M,"Dream Of Me Crotchless Garter Thong Pink / Small/Medium",Thong,RR1167,0
RR1167-PNK-M/L,"Dream Of Me Crotchless Garter Thong Pink / Medium/Large",Thong,RR1167,0
RR1161-BLK-S/M,"Pallette Cleanser Crotchless Thong Black / Small/Medium",Thong,RR1161,0
RR1161-BLK-M/L,"Pallette Cleanser Crotchless Thong Black / Medium/Large",Thong,RR1161,0
RR1161-RED-S/M,"Pallette Cleanser Crotchless Thong Red / Small/Medium",Thong,RR1161,0
RR1161-RED-M/L,"Pallette Cleanser Crotchless Thong Red / Medium/Large",Thong,RR1161,0
RR1054-RED-S/M,"Crotchless Tuxedo Panty Red / Small/Medium",Panty,RR1054,0
RR1054-RED-M/L,"Crotchless Tuxedo Panty Red / Medium/Large",Panty,RR1054,0
