stock_code,description,parent_stock_type,parent_stock_code,stock_available
STM10718-BLK-M,"Temptation Romper - Black Medium",Teddy,STM10718,0,"STM\10718_BLACK_F2.JPG","STM\10718_BLACK_B.JPG"
STM10718-BLK-L,"Temptation Romper - Black Large",Teddy,STM10718,1,"STM\10718_BLACK_F2.JPG","STM\10718_BLACK_B.JPG"
STM10718-BLK-XL,"Temptation Romper - Black X-Large",Teddy,STM10718,0,"STM\10718_BLACK_F2.JPG","STM\10718_BLACK_B.JPG"
STM10718-RED-S,"Temptation Romper - Red Small",Teddy,STM10718,0,"STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10718-RED-M,"Temptation Romper - Red Medium",Teddy,STM10718,0,"STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10718-RED-L,"Temptation Romper - Red Large",Teddy,STM10718,0,"STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10718-RED-XL,"Temptation Romper - Red X-Large",Teddy,STM10718,0,"STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10718-WHT-S,"Temptation Romper - White Small",Teddy,STM10718,4,"STM\10718_White_F.JPG","STM\10718_White_B.JPG"
STM10718-WHT-M,"Temptation Romper - White Medium",Teddy,STM10718,1,"STM\10718_White_F.JPG","STM\10718_White_B.JPG"
STM10718-WHT-L,"Temptation Romper - White Large",Teddy,STM10718,2,"STM\10718_White_F.JPG","STM\10718_White_B.JPG"
STM10718-WHT-XL,"Temptation Romper - White X-Large",Teddy,STM10718,3,"STM\10718_White_F.JPG","STM\10718_White_B.JPG"
STM10718-BLU-$E4887,"Temptation Romper - Blue X-Large",Teddy,STM10718,,"STM\10718_BLACK_F2.JPG","STM\10718_BLACK_B.JPG","STM\10718_White_F.JPG","STM\10718_White_B.JPG","STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10718-PUR-$E4887,"Temptation Romper - Purple X-Large",Teddy,STM10718,,"STM\10718_BLACK_F2.JPG","STM\10718_BLACK_B.JPG","STM\10718_White_F.JPG","STM\10718_White_B.JPG","STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10718-BLU-L,"Temptation Romper - Blue Large",Teddy,STM10718,0,"STM\10718_BLACK_F2.JPG","STM\10718_BLACK_B.JPG","STM\10718_White_F.JPG","STM\10718_White_B.JPG","STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10718-BLU-M,"Temptation Romper - Blue Medium",Teddy,STM10718,0,"STM\10718_BLACK_F2.JPG","STM\10718_BLACK_B.JPG","STM\10718_White_F.JPG","STM\10718_White_B.JPG","STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10718-BLU-S,"Temptation Romper - Blue Small",Teddy,STM10718,0,"STM\10718_BLACK_F2.JPG","STM\10718_BLACK_B.JPG","STM\10718_White_F.JPG","STM\10718_White_B.JPG","STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10718-BLU-XL,"Temptation Romper - Blue X-Large",Teddy,STM10718,0,"STM\10718_BLACK_F2.JPG","STM\10718_BLACK_B.JPG","STM\10718_White_F.JPG","STM\10718_White_B.JPG","STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10718-PUR-L,"Temptation Romper - Purple Large",Teddy,STM10718,0,"STM\10718_BLACK_F2.JPG","STM\10718_BLACK_B.JPG","STM\10718_White_F.JPG","STM\10718_White_B.JPG","STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10718-PUR-M,"Temptation Romper - Purple Medium",Teddy,STM10718,0,"STM\10718_BLACK_F2.JPG","STM\10718_BLACK_B.JPG","STM\10718_White_F.JPG","STM\10718_White_B.JPG","STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10718-PUR-S,"Temptation Romper - Purple Small",Teddy,STM10718,0,"STM\10718_BLACK_F2.JPG","STM\10718_BLACK_B.JPG","STM\10718_White_F.JPG","STM\10718_White_B.JPG","STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10718-PUR-XL,"Temptation Romper - Purple X-Large",Teddy,STM10718,0,"STM\10718_BLACK_F2.JPG","STM\10718_BLACK_B.JPG","STM\10718_White_F.JPG","STM\10718_White_B.JPG","STM\10718_RED_F.JPG","STM\10718_RED_B.JPG"
STM10740P-WNE-OS,"Rock Star Bra Set - Wine One Size","Bra Set",STM10740P,12,"STM\10740P_WINE_F.JPG","STM\10740P_WINE_B.JPG"
STM10740P-BLK-OS,"Rock Star Bra Set - Black One Size","Bra Set",STM10740P,0,"STM\10740_BLACK_F.jpg","STM\10740P_BLACK_B.jpg"
STM10760P-RED-OS,"Floral Galloon Lace Split Crotch Thong - Red One Size",Thong,STM10760P,2,"STM\10760P_RED_F.JPG","STM\10760P_RED_B.JPG"
STM10760XP-RED-QUEEN,"Floral Galloon Lace Split Crotch Thong - Red Queen Size",Thong,STM10760XP,1,"STM\10760XP_RED_F.jpg","STM\10760XP_RED_B.jpg"
STM10760XP-WHT-QUEEN,"Floral Galloon Lace Split Crotch Thong - White Queen Size",Thong,STM10760XP,1,"STM\10760XP_WHITE_F.jpg","STM\10760XP_WHITE_B.jpg"
STM10763-BLK-XL,"Floral lace thong with strappy details / Black / X-Large",Thong,STM10763,12,"STM Discontinued\10763_BLACK_F.jpg","STM Discontinued\10763_BLACK_B.jpg"
STM10763-RED-XL,"Floral lace thong with strappy details / Red / X-Large",Thong,STM10763,11,"STM Discontinued\10763_RED_F.jpg","STM Discontinued\10763_RED_B.jpg"
STM10763-WHT-L,"Floral lace thong with strappy details / White / Large",Thong,STM10763,2,"STM Discontinued\10763_WHITE_F.jpg","STM Discontinued\10763_WHITE_B.jpg"
STM10763-WHT-XL,"Floral lace thong with strappy details / White / X-Large",Thong,STM10763,3,"STM Discontinued\10763_WHITE_F.jpg","STM Discontinued\10763_WHITE_B.jpg"
STM10763X-WHT-1X/2X,"Floral Lace Thong - White 1X/2X",Thong,STM10763X,1,"STM Discontinued\10763X_WHITE_F.JPG","STM Discontinued\10763X_WHITE_B.JPG"
STM10774-BLK-S,"Temptress Bra Set - Black Small","Bra Set",STM10774,0,"STM\10774_BLACK_F"
STM10774-BLK-M,"Temptress Bra Set - Black Medium","Bra Set",STM10774,0,"STM\10774_BLACK_F"
STM10774-BLK-L,"Temptress Bra Set - Black Large","Bra Set",STM10774,0,"STM\10774_BLACK_F"
STM10774-BLK-XL,"Temptress Bra Set - Black X-Large","Bra Set",STM10774,0,"STM\10774_BLACK_F"
STM10774-RED-S,"Temptress Bra Set - Red Small","Bra Set",STM10774,0,"STM\10774_Red_F"
STM10774-RED-M,"Temptress Bra Set - Red Medium","Bra Set",STM10774,0,"STM\10774_Red_F"
STM10774-RED-L,"Temptress Bra Set - Red Large","Bra Set",STM10774,0,"STM\10774_Red_F"
STM10774-RED-XL,"Temptress Bra Set - Red X-Large","Bra Set",STM10774,0,"STM\10774_Red_F"
STM10780-BLK-L,"Penelope Floral Crochet Lace & Point D' Esprit Bralette - Black Large",Bralette,STM10780,1,"STM\10780_BLACK_F"
STM10780-WHT-L,"Penelope Floral Crochet Lace & Point D' Esprit Bralette - White Large",Bralette,STM10780,1,"STM\10780_WHITE_F"
STM10781-BLK-S,"Penelope Floral Crochet Lace & Point D' Esprit Thong - Black Small",Thong,STM10781,0,"STM\10781_BLACK_F"
STM10781-BLK-M,"Penelope Floral Crochet Lace & Point D' Esprit Thong - Black Medium",Thong,STM10781,0,"STM\10781_BLACK_F"
STM10781-BLK-L,"Penelope Floral Crochet Lace & Point D' Esprit Thong - Black Large",Thong,STM10781,0,"STM\10781_BLACK_F"
STM10781-BLK-XL,"Penelope Floral Crochet Lace & Point D' Esprit Thong - Black X-Large",Thong,STM10781,0,"STM\10781_BLACK_F"
STM10781-WHT-S,"Penelope Floral Crochet Lace & Point D' Esprit Thong - White Small",Thong,STM10781,0,"STM\10781_WHITE_F"
STM10781-WHT-M,"Penelope Floral Crochet Lace & Point D' Esprit Thong - White Medium",Thong,STM10781,0,"STM\10781_WHITE_F"
STM10781-WHT-L,"Penelope Floral Crochet Lace & Point D' Esprit Thong - White Large",Thong,STM10781,0,"STM\10781_WHITE_F"
STM10781-WHT-XL,"Penelope Floral Crochet Lace & Point D' Esprit Thong - White X-Large",Thong,STM10781,0,"STM\10781_WHITE_F"
STM10784-BLK-S,"Bianca Rose Galloon Lace Bralette - Black Small",Bralette,STM10784,68,"STM\10784_BLACK_F"
STM10784-BLK-M,"Bianca Rose Galloon Lace Bralette - Black Medium",Bralette,STM10784,53,"STM\10784_BLACK_F"
STM10784-BLK-L,"Bianca Rose Galloon Lace Bralette - Black Large",Bralette,STM10784,18,"STM\10784_BLACK_F"
STM10784-BLK-XL,"Bianca Rose Galloon Lace Bralette - Black X-Large",Bralette,STM10784,0,"STM\10784_BLACK_F"
STM10784-WNE-S,"Bianca Rose Galloon Lace Bralette - Wine Small",Bralette,STM10784,2,"STM\10784_WINE_F"
STM10784-WNE-M,"Bianca Rose Galloon Lace Bralette - Wine Medium",Bralette,STM10784,0,"STM\10784_WINE_F"
STM10784-WNE-L,"Bianca Rose Galloon Lace Bralette - Wine Large",Bralette,STM10784,16,"STM\10784_WINE_F"
STM10784-WNE-XL,"Bianca Rose Galloon Lace Bralette - Wine X-Large",Bralette,STM10784,0,"STM\10784_WINE_F"
STM10784X-BLK-1X/2X,"Bianca Rose Galloon Lace Bralette - Black 1X/2X",Bralette,STM10784X,40,"STM\10784X_BLACK_F"
STM10784X-BLK-3X/4X,"Bianca Rose Galloon Lace Bralette - Black 3X/4X",Bralette,STM10784X,53,"STM\10784X_BLACK_F"
STM10784X-WNE-1X/2X,"Bianca Rose Galloon Lace Bralette - Wine 1X/2X",Bralette,STM10784X,17,"STM\10784X_WINE_F"
STM10784X-WNE-3X/4X,"Bianca Rose Galloon Lace Bralette - Wine 3X/4X",Bralette,STM10784X,32,"STM\10784X_WINE_F"
STM10785-BLK-S,"Bianca Rose Galloon Lace Panty - Black Small",Knicker,STM10785,0,"STM\10785_BLACK_F"
STM10785-BLK-M,"Bianca Rose Galloon Lace Panty - Black Medium",Knicker,STM10785,0,"STM\10785_BLACK_F"
STM10785-BLK-L,"Bianca Rose Galloon Lace Panty - Black Large",Knicker,STM10785,0,"STM\10785_BLACK_F"
STM10785-BLK-XL,"Bianca Rose Galloon Lace Panty - Black X-Large",Knicker,STM10785,102,"STM\10785_BLACK_F"
STM10785-WNE-M,"Bianca Rose Galloon Lace Panty - Wine Medium",Knicker,STM10785,0,"STM\10785_WINE_F"
STM10785-WNE-S,"Bianca Rose Galloon Lace Panty - Wine Small",Knicker,STM10785,0,"STM\10785_WINE_F"
STM10785-WNE-L,"Bianca Rose Galloon Lace Panty - Wine Large",Knicker,STM10785,0,"STM\10785_WINE_F"
STM10785-WNE-XL,"Bianca Rose Galloon Lace Panty - Wine X-Large",Knicker,STM10785,171,"STM\10785_WINE_F"
STM10785X-BLK-1X/2X,"Bianca Rose Galloon Lace Panty - Black 1X/2X",Knicker,STM10785X,0,"STM\10785X_BLACK_F"
STM10785X-BLK-3X/4X,"Bianca Rose Galloon Lace Panty - Black 3X/4X",Knicker,STM10785X,9,"STM\10785X_BLACK_F"
STM10785X-WNE-1X/2X,"Bianca Rose Galloon Lace Panty - Wine 1X/2X",Knicker,STM10785X,0,"STM\10785X_WINE_F"
STM10785X-WNE-3X/4X,"Bianca Rose Galloon Lace Panty - Wine 3X/4X",Knicker,STM10785X,44,"STM\10785X_WINE_F"
STM10791XP-WNE-QS,"Two piece chemise set / Wine / Queen Size",Chemise,STM10791XP,0,"STM\10791XP_WINE_F"
STM10805P,,Teddy,STM10805P,3,"STM\10805P_Burgundy_F.JPG","STM\10805P_Burgundy_B.JPG"
STM10813-GRN-S,"Gorgeously Green Bustier Set - Green Small","Bustiers & Corsets",STM10813,17,"STM\10813_Green_F"
STM10813-GRN-M,"Gorgeously Green Bustier Set - Green Medium","Bustiers & Corsets",STM10813,0,"STM\10813_Green_F"
STM10813-GRN-L,"Gorgeously Green Bustier Set - Green Large","Bustiers & Corsets",STM10813,3,"STM\10813_Green_F"
STM10813-GRN-XL,"Gorgeously Green Bustier Set - Green X-Large","Bustiers & Corsets",STM10813,6,"STM\10813_Green_F"
STM10813X-GRN-1X/2X,"Gorgeously Green Bustier Set - Green 1X/2X","Bustiers & Corsets",STM10813X,4,"STM\10813X_Green_F"
STM10813X-GRN-3X/4X,"Gorgeously Green Bustier Set - Green 3X/4X","Bustiers & Corsets",STM10813X,5,"STM\10813X_Green_F"
STM10826P,,Babydoll,STM10826P,4,"STM\10826P_Red_F"
STM10835-BLK-S,"Lace open crotch panty - Black Small",Knicker,STM10835,0,"STM\10835_Black_F"
STM10835-BLK-M,"Lace open crotch panty - Black Medium",Knicker,STM10835,0,"STM\10835_Black_F"
STM10835-BLK-L,"Lace open crotch panty - Black Large",Knicker,STM10835,0,"STM\10835_Black_F"
STM10835-BLK-XL,"Lace open crotch panty - Black X-Large",Knicker,STM10835,0,"STM\10835_Black_F"
STM10835-RED-S,"Lace open crotch panty - Red Small",Knicker,STM10835,0,"STM\10835_Red_F"
STM10835-RED-M,"Lace open crotch panty - Red Medium",Knicker,STM10835,0,"STM\10835_Red_F"
STM10835-RED-L,"Lace open crotch panty - Red Large",Knicker,STM10835,0,"STM\10835_Red_F"
STM10835-RED-XL,"Lace open crotch panty - Red X-Large",Knicker,STM10835,1,"STM\10835_Red_F"
STM10835-WHT-S,"Lace open crotch panty - White Small",Knicker,STM10835,0,"STM\10835_White_F"
STM10835-WHT-M,"Lace open crotch panty - White Medium",Knicker,STM10835,0,"STM\10835_White_F"
STM10835-WHT-L,"Lace open crotch panty - White Large",Knicker,STM10835,0,"STM\10835_White_F"
STM10835-WHT-XL,"Lace open crotch panty - White X-Large",Knicker,STM10835,0,"STM\10835_White_F"
STM10835X-RED-1X/2X,"Lace open crotch panty - Red 1X/2X",Knicker,STM10835X,18,"STM\10835X_Red_F"
STM10835X-RED-3X/4X,"Lace open crotch panty - Red 3X/4X",Knicker,STM10835X,20,"STM\10835X_Red_F"
STM10835X-BLK-1X/2X,"Lace open crotch panty - Black 1X/2X",Knicker,STM10835X,13,"STM\10835X_Black_F"
STM10835X-BLK-3X/4X,"Lace open crotch panty - Black 3X/4X",Knicker,STM10835X,13,"STM\10835X_Black_F"
STM10835X-WHT-1X/2X,"Lace open crotch panty - White 1X/2X",Knicker,STM10835X,6,"STM\10835X_White_F"
STM10835X-WHT-3X/4X,"Lace open crotch panty - White 3X/4X",Knicker,STM10835X,9,"STM\10835X_White_F"
STM10836-BLK-S,"Lace heart open crotch panty - Black Small",Knicker,STM10836,37,"STM\10836_Black_F"
STM10836-BLK-M,"Lace heart open crotch panty - Black Medium",Knicker,STM10836,43,"STM\10836_Black_F"
STM10836-BLK-L,"Lace heart open crotch panty - Black Large",Knicker,STM10836,42,"STM\10836_Black_F"
STM10836-BLK-XL,"Lace heart open crotch panty - Black X-Large",Knicker,STM10836,27,"STM\10836_Black_F"
STM10836-PNK-S,"Lace heart open crotch panty - Pink Small",Knicker,STM10836,0,"STM\10836_Pink_F"
STM10836-PNK-M,"Lace heart open crotch panty - Pink Medium",Knicker,STM10836,0,"STM\10836_Pink_F"
STM10836-PNK-L,"Lace heart open crotch panty - Pink Large",Knicker,STM10836,0,"STM\10836_Pink_F"
STM10836-PNK-XL,"Lace heart open crotch panty - Pink X-Large",Knicker,STM10836,0,"STM\10836_Pink_F"
STM10836-RED-S,"Lace heart open crotch panty - Red Small",Knicker,STM10836,48,"STM\10836_Red_F"
STM10836-RED-M,"Lace heart open crotch panty - Red Medium",Knicker,STM10836,32,"STM\10836_Red_F"
STM10836-RED-L,"Lace heart open crotch panty - Red Large",Knicker,STM10836,43,"STM\10836_Red_F"
STM10836-RED-XL,"Lace heart open crotch panty - Red X-Large",Knicker,STM10836,48,"STM\10836_Red_F"
STM10836X-BLK-1X/2X,"Lace heart open crotch panty - Black 1X/2X",Knicker,STM10836X,42,"STM\10836X_Black_F_3"
STM10836X-BLK-3X/4X,"Lace heart open crotch panty - Black 3X/4X",Knicker,STM10836X,38,"STM\10836X_Black_F_2"
STM10836X-PNK-1X/2X,"Lace heart open crotch panty - Pink 1X/2X",Knicker,STM10836X,2,"STM\10836X_Pink_F"
STM10836X-PNK-3X/4X,"Lace heart open crotch panty - Pink 3X/4X",Knicker,STM10836X,2,"STM\10836X_Pink_F"
STM10836X-RED-1X/2X,"Lace heart open crotch panty - Red 1X/2X",Knicker,STM10836X,25,"STM\10836X_Red_F"
STM10836X-RED-3X/4X,"Lace heart open crotch panty - Red 3X/4X",Knicker,STM10836X,45,"STM\10836X_Red_F"
STM10844XP,,Chemise,STM10844XP,0,"STM\10844PX_Red_F"
STM10846P,,Teddy,STM10846P,6,"STM\10846P_BLACK_F"
STM10846XP,,Teddy,STM10846XP,1,"STM\10846XP_BLACK_F"
STM10851P-WHT-OS,"Romance Chemise Set - White One Size",Chemise,STM10851P,4,"STM\10851P_WHITE_F"
STM10851P-BLK-OS,"Romance Chemise Set - Black One Size",Chemise,STM10851P,57,"STM\10851P_BLACK_F.jpg","STM\10851P_BLACK_B.jpg"
STM10851XP-BLK-QUEEN,,Chemise,STM10851XP-BLK-QUEEN,0
STM10851XP-WHT-QUEEN,"Romance Chemise Set - White Queen Size",Chemise,STM10851XP,24,"STM\10851X_WHITE_F.jpg","STM\10851X_WHITE_B.jpg"
STM10867-BLK-S,"Lace and mesh babydoll with high - Black Small",Babydoll,STM10867,25,"STM\10867_BLACK_F"
STM10867-BLK-M,"Lace and mesh babydoll with high - Black Medium",Babydoll,STM10867,0,"STM\10867_BLACK_F"
STM10867-BLK-L,"Lace and mesh babydoll with high - Black Large",Babydoll,STM10867,4,"STM\10867_BLACK_F"
STM10867-BLK-XL,"Lace and mesh babydoll with high - Black X-Large",Babydoll,STM10867,7,"STM\10867_BLACK_F"
STM10867-RED-S,"Lace and mesh babydoll with high - Red Small",Babydoll,STM10867,15,"STM\10867_RED_F"
STM10867-RED-M,"Lace and mesh babydoll with high - Red Medium",Babydoll,STM10867,33,"STM\10867_RED_F"
STM10867-RED-L,"Lace and mesh babydoll with high - Red Large",Babydoll,STM10867,33,"STM\10867_RED_F"
STM10867-RED-XL,"Lace and mesh babydoll with high - Red X-Large",Babydoll,STM10867,14,"STM\10867_RED_F"
STM10867-TEA-S,"Lace and mesh babydoll with high - Teal Small",Babydoll,STM10867,0,"STM\10867_TEAL_F"
STM10867-TEA-L,"Lace and mesh babydoll with high - Teal Large",Babydoll,STM10867,7,"STM\10867_TEAL_F"
STM10867-TEA-M,"Lace and mesh babydoll with high - Teal Medium",Babydoll,STM10867,1,"STM\10867_TEAL_F"
STM10867-TEA-XL,"Lace and mesh babydoll with high - Teal X-Large",Babydoll,STM10867,2,"STM\10867_TEAL_F"
STM10867-WHT-S,"Lace and mesh babydoll with high - White Small",Babydoll,STM10867,0,"STM\10867_WHITE_F"
STM10867-WHT-M,"Lace and mesh babydoll with high - White Medium",Babydoll,STM10867,5,"STM\10867_WHITE_F"
STM10867-WHT-L,"Lace and mesh babydoll with high - White Large",Babydoll,STM10867,4,"STM\10867_WHITE_F"
STM10867-WHT-XL,"Lace and mesh babydoll with high - White X-Large",Babydoll,STM10867,4,"STM\10867_WHITE_F"
STM10867X-BLK-1X/2X,"Seductress Babydoll Set - Black 1X/2X",Babydoll,STM10867X,0,"STM\10867X_BLACK_F"
STM10867X-BLK-3X/4X,"Seductress Babydoll Set - Black 3X/4X",Babydoll,STM10867X,0,"STM\10867X_BLACK_F"
STM10867X-RED-1X/2X,"Seductress Babydoll Set - Red 1X/2X",Babydoll,STM10867X,0,"STM\10867X_RED_F"
STM10867X-RED-3X/4X,"Seductress Babydoll Set - Red 3X/4X",Babydoll,STM10867X,0,"STM\10867X_RED_F"
STM10867X-TEA-1X/2X,"Seductress Babydoll Set - Teal 1X/2X",Babydoll,STM10867X,6,"STM\10867X_TEAL_F"
STM10867X-TEA-3X/4X,"Seductress Babydoll Set - Teal 3X/4X",Babydoll,STM10867X,6,"STM\10867X_TEAL_F"
STM10867X-WHT-1X/2X,"Seductress Babydoll Set - White 1X/2X",Babydoll,STM10867X,6,"STM\10867X_WHITE_F"
STM10867X-WHT-3X/4X,"Seductress Babydoll Set - White 3X/4X",Babydoll,STM10867X,4,"STM\10867X_WHITE_F"
STM10880-BLK-S,"Two piece bustier set. Laser cut and mesh bustier - Black Small","Bustiers & Corsets",STM10880,1,"STM\10880_BLACK_F"
STM10883X,,Bralette,STM10883X,0,"STM\10883X_10884X_BLACK_F"
STM10884-BLK-L,"Lace and mesh thong with strappy detail - Black Large",Thong,STM10884,2,"STM\10883_10884_BLACK_F"
STM10884-BLK-XL,"Lace and mesh thong with strappy detail - Black X-Large",Thong,STM10884,4,"STM\10883_10884_BLACK_F"
STM10884X-PUR-1X/2X,"Lace and mesh thong with strappy detail - Purple 1X/2X",Thong,STM10884X,2,"STM\10883X_10884X_PURPLE_F"
STM10884X-PUR-3X/4X,"Lace and mesh thong with strappy detail - Purple 3X/4X",Thong,STM10884X,1,"STM\10883X_10884X_PURPLE_F"
STM10901-BLK-S,"Lace and mesh open crotch panty with criss-cross detail - Black Small",Knicker,STM10901,1,"STM\10901_BLACK_F"
STM10901-BLK-M,"Lace and mesh open crotch panty with criss-cross detail - Black Medium",Knicker,STM10901,1,"STM\10901_BLACK_F"
STM10901-BLK-L,"Lace and mesh open crotch panty with criss-cross detail - Black Large",Knicker,STM10901,2,"STM\10901_BLACK_F"
STM10901-BLK-XL,"Lace and mesh open crotch panty with criss-cross detail - Black X-Large",Knicker,STM10901,0,"STM\10901_BLACK_F"
STM10901-CHA-S,"Lace and mesh open crotch panty with criss-cross detail - Chartreuse Small",Knicker,STM10901,1,"STM\10901_CHARTREUSE_F"
STM10901-CHA-M,"Lace and mesh open crotch panty with criss-cross detail - Chartreuse Medium",Knicker,STM10901,1,"STM\10901_CHARTREUSE_F"
STM10901-RED-S,"Lace and mesh open crotch panty with criss-cross detail - Red Small",Knicker,STM10901,6,"STM\10901_RED_F"
STM10901-RED-M,"Lace and mesh open crotch panty with criss-cross detail - Red Medium",Knicker,STM10901,4,"STM\10901_RED_F"
STM10901-RED-L,"Lace and mesh open crotch panty with criss-cross detail - Red Large",Knicker,STM10901,4,"STM\10901_RED_F"
STM10901-RED-XL,"Lace and mesh open crotch panty with criss-cross detail - Red X-Large",Knicker,STM10901,4,"STM\10901_RED_F"
STM10901-WHT-S,"Lace and mesh open crotch panty with criss-cross detail - White Small",Knicker,STM10901,1,"STM\10901_WHITE_F"
STM10901-WHT-M,"Lace and mesh open crotch panty with criss-cross detail - White Medium",Knicker,STM10901,1,"STM\10901_WHITE_F"
STM10901-WHT-XL,"Lace and mesh open crotch panty with criss-cross detail - White X-Large",Knicker,STM10901,1,"STM\10901_WHITE_F"
STM10901-CHA-L,"Lace and mesh open crotch panty with criss-cross detail - Chartreuse Large",Knicker,STM10901,0,"STM\10901_CHARTREUSE_F"
STM10901-CHA-XL,"Lace and mesh open crotch panty with criss-cross detail - Chartreuse X-Large",Knicker,STM10901,0,"STM\10901_CHARTREUSE_F"
STM10901-WHT-L,"Lace and mesh open crotch panty with criss-cross detail - White Large",Knicker,STM10901,0,"STM\10901_WHITE_F"
STM10901X-BLK-1X/2X,"Lace and mesh open crotch panty with criss-cross detail - Black 1X/2X",Knicker,STM10901X,0,"STM\10901X_BLACK_F"
STM10901X-BLK-3X/4X,"Lace and mesh open crotch panty with criss-cross detail - Black 3X/4X",Knicker,STM10901X,6,"STM\10901X_BLACK_F"
STM10901X-CHA-1X/2X,"Lace and mesh open crotch panty with criss-cross detail - Chartreuse 1X/2X",Knicker,STM10901X,1,"STM\10901X_CHARTREUSE_F"
STM10901X-CHA-3X/4X,"Lace and mesh open crotch panty with criss-cross detail - Chartreuse 3X/4X",Knicker,STM10901X,2,"STM\10901X_CHARTREUSE_F"
STM10901X-RED-1X/2X,"Lace and mesh open crotch panty with criss-cross detail - Red 1X/2X",Knicker,STM10901X,8,"STM\10901X_RED_F"
STM10901X-RED-3X/4X,"Lace and mesh open crotch panty with criss-cross detail - Red 3X/4X",Knicker,STM10901X,6,"STM\10901X_RED_F"
STM10901X-WHT-3X/4X,"Lace and mesh open crotch panty with criss-cross detail - White 3X/4X",Knicker,STM10901X,2,"STM\10901X_WHITE_F"
STM10901X-WHT-1X/2X,"Lace and mesh open crotch panty with criss-cross detail - White 1X/2X",Knicker,STM10901X,1,"STM\10901X_WHITE_F"
STM10902-BLK-L,"Lace open crotch bikini with strappy detail and keyhole back - Black Large",Bikini,STM10902,5,"STM\10902_BLACK_F"
STM10902-BLK-XL,"Lace open crotch bikini with strappy detail and keyhole back - Black X-Large",Bikini,STM10902,8,"STM\10902_BLACK_F"
STM10902-PLM-XL,"Lace open crotch bikini with strappy detail and keyhole back - Plum X-Large",Bikini,STM10902,1,"STM\10902_WINE_F"
STM10902-RED-L,"Lace open crotch bikini with strappy detail and keyhole back - Red Large",Bikini,STM10902,6,"STM\10902_RED_F"
STM10902-RED-XL,"Lace open crotch bikini with strappy detail and keyhole back - Red X-Large",Bikini,STM10902,5,"STM\10902_RED_F"
STM10902-WHT-S,"Lace open crotch bikini with strappy detail and keyhole back - White Small",Bikini,STM10902,2,"STM\10902_WHITE_F"
STM10902-WHT-L,"Lace open crotch bikini with strappy detail and keyhole back - White Large",Bikini,STM10902,1,"STM\10902_WHITE_F"
STM10902X-PLM-1X/2X,"Lace open crotch bikini with strappy detail and keyhole back - Plum 1X/2X",Bikini,STM10902X,1,"STM\10902X_WINE_F"
STM10902X-PLM-3X/4X,"Lace open crotch bikini with strappy detail and keyhole back - Plum 3X/4X",Bikini,STM10902X,1,"STM\10902X_WINE_F"
STM10902X-BLK-1X/2X,"Lace open crotch bikini with strappy detail and keyhole back - Black 1X/2X",Bikini,STM10902X,8,"STM\10902X_BLACK_F"
STM10902X-BLK-3X/4X,"Lace open crotch bikini with strappy detail and keyhole back - Black 3X/4X",Bikini,STM10902X,5,"STM\10902X_BLACK_F"
STM10902X-RED-1X/2X,"Lace open crotch bikini with strappy detail and keyhole back - Red 1X/2X",Bikini,STM10902X,3,"STM\10902X_RED_F"
STM10902X-RED-3X/4X,"Lace open crotch bikini with strappy detail and keyhole back - Red 3X/4X",Bikini,STM10902X,4,"STM\10902X_RED_F"
STM10902X-WHT-1X/2X,"Lace open crotch bikini with strappy detail and keyhole back - White 1X/2X",Bikini,STM10902X,1,"STM\10902X_WHITE_F"
STM10916-RED-S,"Love Affair Chemise Set - Red Small",Chemise,STM10916,0,"STM\10916_F"
STM10916-RED-M,"Love Affair Chemise Set - Red Medium",Chemise,STM10916,0,"STM\10916_F"
STM10916-RED-L,"Love Affair Chemise Set - Red Large",Chemise,STM10916,0,"STM\10916_F"
STM10916-RED-XL,"Love Affair Chemise Set - Red X-Large",Chemise,STM10916,0,"STM\10916_F"
STM10916X-RED-1X/2X,"Love Affair Chemise Set - Red 1X/2X",Chemise,STM10916X,0,"STM\10916X_F"
STM10916X-RED-3X/4X,"Love Affair Chemise Set - Red 3X/4X",Chemise,STM10916X,0,"STM\10916X_F"
STM10921-BLK-S,"Nothing But Net Bra Set - Black Small","Bra Set",STM10921,0,"STM\10921_BLACK_F"
STM10921-BLK-M,"Nothing But Net Bra Set - Black Medium","Bra Set",STM10921,0,"STM\10921_BLACK_F"
STM10921-BLK-L,"Nothing But Net Bra Set - Black Large","Bra Set",STM10921,0,"STM\10921_BLACK_F"
STM10921-BLK-XL,"Nothing But Net Bra Set - Black X-Large","Bra Set",STM10921,1,"STM\10921_BLACK_F"
STM10921-WNE-S,"Nothing But Net Bra Set - Wine Small","Bra Set",STM10921,126,"STM\10921_WINE_F"
