stock_code,parent_stock_type,parent_stock_code,stock_available
PL23059X-BLK-3X/4X,"Bra Set",PL23059X,56,"PL\23059X-BLK-7552","PL\23059X-BLK-7579.jpg","PL\23059X-BLK-7599.jpg"
PL23060X-BLK-1X/2X,"Bra Set",PL23060X,0,"PL\23060X-BLK-7990","PL\23060X-BLK-8032.jpg"
PL23060X-BLK-3X/4X,"Bra Set",PL23060X,1,"PL\23060X-BLK-7990","PL\23060X-BLK-8032.jpg"
PL23062,"Bra Set",PL23062,10,"PL\23062-BLK-7762","PL\23062-BLK-7772.jpg","PL\23062-BLK-7784.jpg","PL\23062-BLK-7787.jpg","PL\23062-BLK-7797.jpg"
PL23062X,"Bra Set",PL23062X,2,"PL\23062X-BLK-9915","PL\23062X-BLK-9939.jpg","PL\23062X-BLK-9949.jpg"
PL23063,"Bra Set",PL23063,1,"PL\23063-BLK","PL\23063-BLK-8121.jpg"
PL23064,Set,PL23064,0,"PL\23064-BLK-8008","PL\23064-BLK-B.jpg"
PL23065-BLK-M/L,"Bra Set",PL23065,5,"PL\23065-BLK-0642","PL\23065-BLK-0669.jpg"
PL23065-BLK-S/M,"Bra Set",PL23065,6,"PL\23065-BLK-0642","PL\23065-BLK-0669.jpg"
PL23065-RED-M/L,"Bra Set",PL23065,12,"PL\23065-RED-0638","PL\23065-RED-0642.jpg","PL\23065-RED-0664.jpg","PL\23065-RED-0669.jpg"
PL23065-RED-S/M,"Bra Set",PL23065,10,"PL\23065-RED-0638","PL\23065-RED-0664.jpg","PL\23065-RED-0669.jpg"
PL23065X,"Bra Set",PL23065X,0,"PL\23065X-BLK-2080","PL\23065X-BLK-2082.jpg","PL\23065X-BLK-2073.jpg","PL\23065X-BLK-2092.jpg"
PL23066-BLK-OS,"Bra Set",PL23066,2,"PL\23066-BLK-0838.jpg","PL\23066-BLK-0868.jpg"
PL23066-WHT-OS,"Bra Set",PL23066,4,"PL\23066-WHT-0977.jpg","PL\23066-WHT-1000.jpg"
PL23067,"Bra Set",PL23067,4,"PL\23067-BLK-1477"
PL23069-BLK-M/L,"Bra Set",PL23069,11,"PL\23069-BLK--Laced-Up-Lover-2pc-Bra-Set--4764","PL\23069-BLK--Laced-Up-Lover-2pc-Bra-Set--4775.jpg","PL\23069-BLK--Laced-Up-Lover-2pc-Bra-Set--4784.jpg","PL\23069-BLK--Laced-Up-Lover-2pc-Bra-Set--4801.jpg","PL\23069-BLK--Laced-Up-Lover-2pc-Bra-Set--4810.jpg"
PL23069-BLK-S/M,"Bra Set",PL23069,12,"PL\23069-BLK--Laced-Up-Lover-2pc-Bra-Set--4764","PL\23069-BLK--Laced-Up-Lover-2pc-Bra-Set--4775.jpg","PL\23069-BLK--Laced-Up-Lover-2pc-Bra-Set--4784.jpg","PL\23069-BLK--Laced-Up-Lover-2pc-Bra-Set--4801.jpg","PL\23069-BLK--Laced-Up-Lover-2pc-Bra-Set--4810.jpg"
PL23071-BLK-M/L,"Bra Set",PL23071,11,"PL\23071-BLK-Festival-Flirt-2pc-hoisery-bra-set-5667 (1)","PL\23071-BLK-Festival-Flirt-2pc-hoisery-bra-set-5691.jpg"
PL23071-BLK-S/M,"Bra Set",PL23071,10,"PL\23071-BLK-Festival-Flirt-2pc-hoisery-bra-set-5667 (1)","PL\23071-BLK-Festival-Flirt-2pc-hoisery-bra-set-5691.jpg"
PL23071-GRN-M/L,"Bra Set",PL23071,0,"PL\23071-GRN--Festival-Flirt-2pc-Bra-Set-4938","PL\23071-GRN--Festival-Flirt-2pc-Bra-Set-4962.jpg","PL\23071-GRN--Festival-Flirt-2pc-Bra-Set-4946 (1).jpg"
PL23071-GRN-S/M,"Bra Set",PL23071,0,"PL\23071-GRN--Festival-Flirt-2pc-Bra-Set-4938","PL\23071-GRN--Festival-Flirt-2pc-Bra-Set-4962.jpg","PL\23071-GRN--Festival-Flirt-2pc-Bra-Set-4946 (1).jpg"
PL23071-WHT-M/L,"Bra Set",PL23071-WHT-M/L,3,"PL\23071 WHT.jpg","PL\23071 WHT BACK.jpg"
PL23071-WHT-S/M,"Bra Set",PL23071,3,"PL\23071 WHT.jpg","PL\23071 WHT BACK.jpg"
PL23071X-BLK-1X/2X,"Bra Set",PL23071X,0,"PL\23071X-BLK--Festival-Flirt-2pc-Bra-Set--6572.jpg","PL\23071X-BLK--Festival-Flirt-2pc-Bra-Set--6597.jpg"
PL23071X-BLK-3X/4X,"Bra Set",PL23071X-BLK-3X/4X,0
PL23071X-GRN-1X/2X,"Bra Set",PL23071X,1,"PL\23071X-GRN--Festival-Flirt-2pc-Bra-Set--6545","PL\23071X-GRN--Festival-Flirt-2pc-Bra-Set--6559.jpg"
PL23071X-GRN-3X/4X,"Bra Set",PL23071X,0,"PL\23071X-GRN--Festival-Flirt-2pc-Bra-Set--6545","PL\23071X-GRN--Festival-Flirt-2pc-Bra-Set--6559.jpg"
PL23072-GLD-M/L,"Bra Set",PL23072,9,"PL\23072-GLD--Laced-Up-Lover-2pc-Bra-Set--4687","PL\23072-GLD--Laced-Up-Lover-2pc-Bra-Set--4717.jpg","PL\23072-GLD--Laced-Up-Lover-2pc-Bra-Set--4720.jpg","PL\23072-GLD--Laced-Up-Lover-2pc-Bra-Set--4722.jpg","PL\23072-GLD--Laced-Up-Lover-2pc-Bra-Set--4754.jpg"
PL23072-GLD-S/M,"Bra Set",PL23072,3,"PL\23072-GLD--Laced-Up-Lover-2pc-Bra-Set--4687","PL\23072-GLD--Laced-Up-Lover-2pc-Bra-Set--4717.jpg","PL\23072-GLD--Laced-Up-Lover-2pc-Bra-Set--4720.jpg","PL\23072-GLD--Laced-Up-Lover-2pc-Bra-Set--4722.jpg","PL\23072-GLD--Laced-Up-Lover-2pc-Bra-Set--4754.jpg"
PL23072-SLV-M/L,"Bra Set",PL23072,14,"PL\23072-SLV--Laced-Up-Lover-2pc-Bra-Set-5331","PL\23072-SLV--Laced-Up-Lover-2pc-Bra-Set-5339.jpg","PL\23072-SLV--Laced-Up-Lover-2pc-Bra-Set-5360.jpg"
PL23072-SLV-S/M,"Bra Set",PL23072,11,"PL\23072-SLV--Laced-Up-Lover-2pc-Bra-Set-5331","PL\23072-SLV--Laced-Up-Lover-2pc-Bra-Set-5339.jpg","PL\23072-SLV--Laced-Up-Lover-2pc-Bra-Set-5360.jpg"
PL23073-BLK-OS,"Bra Set",PL23073,20,"PL\23073-BLK--Open-Love-Hottie-2pc-Bra-Set-5750","PL\23073-BLK--Open-Love-Hottie-2pc-Bra-Set-5751.jpg","PL\23073-BLK--Open-Love-Hottie-2pc-Bra-Set-5768.jpg","PL\23073-BLK--Open-Love-Hottie-2pc-Bra-Set-5778.jpg","PL\23073-BLK--Open-Love-Hottie-2pc-Bra-Set-5782.jpg"
PL23073-PNK-OS,"Bra Set",PL23073,12,"PL\23073-PNK--Open-Love-Hottie-2pc-Bra-Set-5087.jpg","PL\23073-PNK--Open-Love-Hottie-2pc-Bra-Set-5091.jpg"
PL23073X-BLK-QS,"Bra Set",PL23073X,2,"PL\23073X-BLK--Open-Love-Hottie-2pc-Bra-Set-6644.jpg","PL\23073X-BLK--Open-Love-Hottie-2pc-Bra-Set-6672.jpg"
PL23073X-PNK-QS,"Bra Set",PL23073X,2,"PL\23073X-PNK--Open-Love-Hottie-2pc-Bra-Set-6606.jpg","PL\23073X-PNK--Open-Love-Hottie-2pc-Bra-Set-6640.jpg"
PL24011-GRN-L,Jacket,PL24011,2,"PL\24011-GRN","PL\24011-GRN-B.jpg"
PL24011-GRN-M,Jacket,PL24011,3,"PL\24011-GRN","PL\24011-GRN-B.jpg"
PL24011-GRN-S,Jacket,PL24011,1,"PL\24011-GRN","PL\24011-GRN-B.jpg"
PL24012-GRN-L,Shorts,PL24012,5,"PL\24012-GRN","PL\24012-GRN-B.jpg"
PL24012-GRN-M,Shorts,PL24012,5,"PL\24012-GRN","PL\24012-GRN-B.jpg"
PL24012-GRN-S,Shorts,PL24012,3,"PL\24012-GRN","PL\24012-GRN-B.jpg"
PL24013-GRN-L,Jacket,PL24013,2,"PL\24013-GRN","PL\24013-GRN-B.jpg"
PL24013-GRN-M,Jacket,PL24013,2,"PL\24013-GRN","PL\24013-GRN-B.jpg"
PL24013-GRN-S,Jacket,PL24013,3,"PL\24013-GRN","PL\24013-GRN-B.jpg"
PL24014-GRN-L,Pants,PL24014,0,"PL\24014-GRN","PL\24014-GRN-B.jpg"
PL24014-GRN-M,Pants,PL24014,0,"PL\24014-GRN","PL\24014-GRN-B.jpg"
PL24014-GRN-S,Pants,PL24014,0,"PL\24014-GRN","PL\24014-GRN-B.jpg"
PL25002,Dress,PL25002,13,"PL\25002-BLK","PL\25002-BLK-B.jpg"
PL25004,Dress,PL25004,3,"PL\25004-BLK","PL\25004-BLK-B.jpg"
PL25004X,Dress,PL25004X,1,"PL\25004X-BLK","PL\25004X-BLK-B.jpg"
PL25006X,Dress,PL25006X,2,"PL\25006X-BLK","PL\25006X-BLK-B.jpg"
PL25007,Set,PL25007,12,"PL\25007-BLK-OS-front","PL\25007-BLK-OS-rear.jpg"
PL25010-BLK-OS,Dress,PL25010,0,"PL\25010-BLK.jpg","PL\25010-BLK-B.jpg"
PL25010-RED-OS,Dress,PL25010,0,"PL\25010-RED.jpg","PL\25010-RED-B.jpg"
PL25010X-BLK-QS,Dress,PL25010X,6,"PL\25010X-BLK.jpg","PL\25010X-BLK-B.jpg"
PL25010X-RED-QS,Dress,PL25010X,6,"PL\25010X-RED.jpg","PL\25010X-RED-B.jpg"
PL25012,Dress,PL25012,40,"PL\25012-PNK OS-front","PL\25012-PNK OS-rear.jpg"
PL25015,Dress,PL25015,1,"PL\25015-BLK OS","PL\25015-BLK OS-B.jpg"
PL25016-BLK-OS,Dress,PL25016,0,"PL\25016-BLK OS","PL\25016-WHT (1)","PL\25016-BLK OS-B.jpg"
PL25016-WHT-OS,Dress,PL25016,1,"PL\25016-BLK OS","PL\25016-WHT (1)","PL\25016-BLK OS-B.jpg"
PL25032X,Dress,PL25032X,3,"PL\25032X-BLK","PL\25032X-BLK-B.jpg"
PL25036-BLK-OS,Bodysuit,PL25036,7,"PL\25036-BLK","PL\25036-BLK-B.jpg"
PL25036-PNK-OS,Bodysuit,PL25036,1,"PL\25036-PNK.jpg","PL\25036-PNK-B.jpg"
PL25036-RED-OS,Bodysuit,PL25036,10,"PL\25036-RED.jpg","PL\25036-RED-B.jpg"
PL25036-YEL-OS,Bodysuit,PL25036,8,"PL\25036-YEL.jpg","PL\25036-YEL-B.jpg"
PL25036X-BLK-OS,Bodysuit,PL25036X,6,"PL\25036X-BLK.jpg","PL\25036X-BLK-B.jpg"
PL25036X-PNK-OS,Bodysuit,PL25036X,3,"PL\25036X-PNK.jpg","PL\25036X-PNK-B.jpg"
PL25036X-RED-OS,Bodysuit,PL25036X,5,"PL\25036X-RED.jpg","PL\25036X-RED-B.jpg"
PL25051-BLK-M/L,Dress,PL25051,0,"PL\25051-BLK","PL\25051-BLK-B.jpg"
PL25051-BLK-S/M,Dress,PL25051,7,"PL\25051-BLK","PL\25051-BLK-B.jpg"
PL25051-PNK-M/L,Dress,PL25051,35,"PL\25051-PNK","PL\25051-PNK-B.jpg"
PL25051-WHT-M/L,Dress,PL25051,13,"PL\25051-WHT","PL\25051-WHT-B.jpg"
PL25051-WHT-S/M,Dress,PL25051,5,"PL\25051-WHT","PL\25051-WHT-B.jpg"
PL25051-YEL-M/L,Dress,PL25051,27,"PL\25051-YEL","PL\25051-YEL-B.jpg"
PL25053,Dress,PL25053,1,"PL\25053-BLK","PL\25053-BLK-B.jpg"
PL25067-BLK-OS,Dress,PL25067,16,"PL\25067-BLK","PL\25067-BLK-B.jpg"
PL25067-PNK-OS,Dress,PL25067,2,"PL\25067-PNK.jpg","PL\25067-PNK-B.jpg"
PL25084-BLK-OS,Dress,PL25084,0,"PL\25084-BLK-01","PL\25084-BLK-02.jpg","PL\25084-BLK-03.jpg","PL\25084-BLK-05.jpg"
PL25084-WHT-OS,Dress,PL25084,0,"PL\25084-WHT-07.jpg","PL\25084-WHT-06.jpg","PL\25084-WHT-03.jpg"
PL25085X-BLK-QS,Dress,PL25085X,3,"PL\25085X-BLK-01","PL\25085X-BLK-02.jpg","PL\25085X-BLK-03.jpg","PL\25085X-BLK-06.jpg"
PL25085X-PNK-QS,Dress,PL25085X,3,"PL\25085X-PNK-02.jpg","PL\25085X-PNK-01.jpg"
PL25086,Dress,PL25086,0,"PL\25086-BLK-02.jpg","PL\25086-BLK-03.jpg","PL\25086-BLK-04.jpg","PL\25086-BLK-05.jpg"
PL25088X-BLK-QS,Dress,PL25088X,0,"PL\25088X-BLK-01","PL\25088X-BLK-02.jpg","PL\25088X-BLK-03.jpg","PL\25088X-BLK-04.jpg","PL\25088X-BLK-4913.jpg"
PL25088X-RED-QS,Dress,PL25088X,3,"PL\25088X-RED-07.jpg","PL\25088X-RED-02.jpg","PL\25088X-RED-01.jpg"
PL25092,Dress,PL25092,0,"PL\25092-BLK-01","PL\25092-BLK-02.jpg"
PL25093,Dress,PL25093,4,"PL\25093-BLK-7650","PL\25093-BLK-7674.jpg","PL\25093-BLK-7684.jpg","PL\25093-BLK-7688.jpg"
PL25094-RED-OS,Dress,PL25094,10,"PL\25094-BLK","PL\25094-RED.jpg"
PL25094-BLK-OS,Dress,PL25094,4,"PL\25094-BLK","PL\25094-RED.jpg"
PL25094X-BLK-QS,Dress,PL25094X,0,"PL\25094X-BLK-9701","PL\25094X-BLK-9703.jpg","PL\25094X-BLK-9711.jpg","PL\25094X-BLK-9732.jpg"
PL25096X,Dress,PL25096X,0,"PL\25096X-BLK-9648","PL\25096X-BLK-9661.jpg","PL\25096X-BLK-9664.jpg","PL\25096X-BLK-9669.jpg"
PL25097-BLK-OS,Dress,PL25097,2,"PL\25097-BLK-1053","PL\25097-BLK-1079.jpg"
PL25097-RED-OS,Dress,PL25097,0,"PL\25097-RED-1124.jpg","PL\25097-RED-1114.jpg","PL\25097-RED-1090.jpg"
PL25097X-BLK-QS,Dress,PL25097X,4,"PL\25097X-BLK-1585","PL\25097X-BLK-1604.jpg"
