stock_code,description,parent_stock_type,parent_stock_code,stock_available
MP150157-BLK-S,"Lo Rise Pouch Enhancer Short - Black Small",Shorts,MP150157,2,"Male_Power\150157BK.jpg","Male_Power\150157BK_Back.jpg"
MP150157-RED-S,"Lo Rise Pouch Enhancer Short - Red Small",Shorts,MP150157,1,"Male_Power\150157RE_2.jpg","Male_Power\150157RE_Back.jpg"
MP150157-RED-M,"Lo Rise Pouch Enhancer Short - Red Medium",Shorts,MP150157,2,"Male_Power\150157RE_2.jpg","Male_Power\150157RE_Back.jpg"
MP150157-RED-L,"Lo Rise Pouch Enhancer Short - Red Large",Shorts,MP150157,2,"Male_Power\150157RE_2.jpg","Male_Power\150157RE_Back.jpg"
MP150157-RED-XL,"Lo Rise Pouch Enhancer Short - Red X-Large",Shorts,MP150157,1,"Male_Power\150157RE_2.jpg","Male_Power\150157RE_Back.jpg"
MP150171-BLK-L,"Mini Short Enhancer - Black Large",Shorts,MP150171,6,"Male_Power\150171BK.jpg","Male_Power\150171BK_Back.jpg"
MP150171-BLK-M,"Mini Short Enhancer - Black Medium",Shorts,MP150171,5,"Male_Power\150171BK.jpg","Male_Power\150171BK_Back.jpg"
MP150171-BLK-S,"Mini Short Enhancer - Black Small",Shorts,MP150171,6,"Male_Power\150171BK.jpg","Male_Power\150171BK_Back.jpg"
MP150171-BLK-XL,"Mini Short Enhancer - Black X-Large",Shorts,MP150171,6,"Male_Power\150171BK.jpg","Male_Power\150171BK_Back.jpg"
MP150171-TEA-M,"Mini Short Enhancer - Teal Medium",Shorts,MP150171,1,"Male_Power\150171BE.jpg","Male_Power\150171BE_Back.jpg"
MP150197-BLK-L,"Male Power Mini Short Enhancer / Black / Large",Boxer,MP150197,2,"Male_Power\150197BK"
MP150197-BLK-S,"Male Power Mini Short Enhancer / Black / Small",Boxer,MP150197,1,"Male_Power\150197BK"
MP150197-BLU-M,"Male Power Mini Short Enhancer / Blue / Medium",Boxer,MP150197,1,"Male_Power\150197BE"
MP150197-BLU-S,"Male Power Mini Short Enhancer / Blue / Small",Boxer,MP150197,2,"Male_Power\150197BE"
MP150198-GRY-L,"Lo Rise Enhancer Short - Grey Large",Shorts,MP150198,1,"Male_Power\150198GY.jpg","Male_Power\150198GY_Back.jpg"
MP150198-GRY-S,"Lo Rise Enhancer Short - Grey Small",Shorts,MP150198,1,"Male_Power\150198GY.jpg","Male_Power\150198GY_Back.jpg"
MP150198-GRY-XL,"Lo Rise Enhancer Short - Grey X-Large",Shorts,MP150198,1,"Male_Power\150198GY.jpg","Male_Power\150198GY_Back.jpg"
MP150208-YEL-L,"Male Power Lo Rise Enhancer Short / Yellow / Large",Boxer,MP150208,4,"Male_Power\150208YG"
MP150208-YEL-M,"Male Power Lo Rise Enhancer Short / Yellow / Medium",Boxer,MP150208,3,"Male_Power\150208YG"
MP150208-YEL-S,"Male Power Lo Rise Enhancer Short / Yellow / Small",Boxer,MP150208,2,"Male_Power\150208YG"
MP150208-YEL-XL,"Male Power Lo Rise Enhancer Short / Yellow / X-Large",Boxer,MP150208,4,"Male_Power\150208YG"
MP150208-MNT/GRY-S,"Male Power Lo Rise Enhancer Short / Mint/Grey / Small",Boxer,MP150208,1,"Male_Power\150208MG"
MP150227-BLK-S,"Lo Rise Enhancer Short - Black Small",Shorts,MP150227,2,"Male_Power\150227BK.jpg","Male_Power\150227BK_Back.jpg"
MP150227-BLK-L,"Lo Rise Enhancer Short - Black Large",Shorts,MP150227,1,"Male_Power\150227BK.jpg","Male_Power\150227BK_Back.jpg"
MP150227-BLK-XL,"Lo Rise Enhancer Short - Black X-Large",Shorts,MP150227,1,"Male_Power\150227BK.jpg","Male_Power\150227BK_Back.jpg"
MP150227-RED-S,"Lo Rise Enhancer Short - Red Small",Shorts,MP150227,2,"Male_Power\150227RE.jpg","Male_Power\150227RE_Back.jpg"
MP150227-TRQ-S,"Lo Rise Enhancer Short - Turquoise Small",Shorts,MP150227,1,"Male_Power\150227BE.jpg","Male_Power\150227BE_Back.jpg"
MP150227-TRQ-M,"Lo Rise Enhancer Short - Turquoise Medium",Shorts,MP150227,1,"Male_Power\150227BE.jpg","Male_Power\150227BE_Back.jpg"
MP150227-TRQ-L,"Lo Rise Enhancer Short - Turquoise Large",Shorts,MP150227,2,"Male_Power\150227BE.jpg","Male_Power\150227BE_Back.jpg"
MP150227-TRQ-XL,"Lo Rise Enhancer Short - Turquoise X-Large",Shorts,MP150227,2,"Male_Power\150227BE.jpg","Male_Power\150227BE_Back.jpg"
MP150228-WHT-S,"Mini Short - White Small",Shorts,MP150228,1,"Male_Power\150228WH.jpg","Male_Power\150228WH_Back.jpg"
MP151171-TEA-M,"Boxer Brief Enhancer - Teal Medium",Boxer,MP151171,2,"Male_Power\151171TE.jpg"
MP151171-TEA-L,"Boxer Brief Enhancer - Teal Large",Boxer,MP151171,1,"Male_Power\151171TE.jpg"
MP151171-TEA-S,"Boxer Brief Enhancer - Teal Small",Boxer,MP151171,2,"Male_Power\151171TE.jpg"
MP151171-TEA-XL,"Boxer Brief Enhancer - Teal X-Large",Boxer,MP151171,2,"Male_Power\151171TE.jpg"
MP152220-BLK/RED-S,"Pocket Short - Black/Red Small",Shorts,MP152220,3,"Male_Power\152220BR.jpg","Male_Power\152220BR_Back.jpg"
MP152220-BLK/RED-M,"Pocket Short - Black/Red Medium",Shorts,MP152220,2,"Male_Power\152220BR.jpg","Male_Power\152220BR_Back.jpg"
MP152220-BLK/RED-L,"Pocket Short - Black/Red Large",Shorts,MP152220,2,"Male_Power\152220BR.jpg","Male_Power\152220BR_Back.jpg"
MP152220-BLK/RED-XL,"Pocket Short - Black/Red X-Large",Shorts,MP152220,2,"Male_Power\152220BR.jpg","Male_Power\152220BR_Back.jpg"
MP152220-GRY/NVY-S,"Pocket Short - Grey/Navy Small",Shorts,MP152220,6,"Male_Power\152220NV.jpg","Male_Power\152220NV_Back.jpg"
MP152220-GRY/NVY-M,"Pocket Short - Grey/Navy Medium",Shorts,MP152220,2,"Male_Power\152220NV.jpg","Male_Power\152220NV_Back.jpg"
MP152220-GRY/NVY-L,"Pocket Short - Grey/Navy Large",Shorts,MP152220,2,"Male_Power\152220NV.jpg","Male_Power\152220NV_Back.jpg"
MP152220-GRY/NVY-XL,"Pocket Short - Grey/Navy X-Large",Shorts,MP152220,2,"Male_Power\152220NV.jpg","Male_Power\152220NV_Back.jpg"
MP153062-OLI-S,"Pouch Short - Olive Small",Shorts,MP153062,2,"Male_Power\153062OD.jpg","Male_Power\153062OD_Back.jpg"
MP153062-OLI-M,"Pouch Short - Olive Medium",Shorts,MP153062,2,"Male_Power\153062OD.jpg","Male_Power\153062OD_Back.jpg"
MP153062-OLI-L,"Pouch Short - Olive Large",Shorts,MP153062,2,"Male_Power\153062OD.jpg","Male_Power\153062OD_Back.jpg"
MP153062-OLI-XL,"Pouch Short - Olive X-Large",Shorts,MP153062,2,"Male_Power\153062OD.jpg","Male_Power\153062OD_Back.jpg"
MP153062-RED-S,"Pouch Short - Red Small",Shorts,MP153062,2,"Male_Power\153062RE.jpg","Male_Power\153062RE_Back.jpg"
MP153062-RED-M,"Pouch Short - Red Medium",Shorts,MP153062,2,"Male_Power\153062RE.jpg","Male_Power\153062RE_Back.jpg"
MP153062-RED-L,"Pouch Short - Red Large",Shorts,MP153062,2,"Male_Power\153062RE.jpg","Male_Power\153062RE_Back.jpg"
MP153062-RED-XL,"Pouch Short - Red X-Large",Shorts,MP153062,2,"Male_Power\153062RE.jpg","Male_Power\153062RE_Back.jpg"
MP153200-CAM-S,"Mini Short - Camouflage Small",Shorts,MP153200,5,"Male_Power\153200OD.jpg","Male_Power\153200OD_Back.jpg"
MP153200-CAM-M,"Mini Short - Camouflage Medium",Shorts,MP153200,3,"Male_Power\153200OD.jpg","Male_Power\153200OD_Back.jpg"
MP153200-CAM-L,"Mini Short - Camouflage Large",Shorts,MP153200,1,"Male_Power\153200OD.jpg","Male_Power\153200OD_Back.jpg"
MP153200-CAM-XL,"Mini Short - Camouflage X-Large",Shorts,MP153200,5,"Male_Power\153200OD.jpg","Male_Power\153200OD_Back.jpg"
MP153205-NVY-S,"Male Power Pouch Short / Navy / Small",Boxer,MP153205,1,"Male_Power\153205NV"
MP155225,,Shorts,MP155225,0,"Male_Power\155225BP_1.jpg","Male_Power\155225BP.jpg","Male_Power\155225BP_Back.jpg"
MP156172-WHT/BLK-L,"Male Power Lo Rise Panel Short / White/Black / Large",Boxer,MP156172,3,"Male_Power\156172WB"
MP156172-WHT/BLK-M,"Male Power Lo Rise Panel Short / White/Black / Medium",Boxer,MP156172,3,"Male_Power\156172WB"
MP156172-WHT/BLK-S,"Male Power Lo Rise Panel Short / White/Black / Small",Boxer,MP156172,3,"Male_Power\156172WB"
MP156172-WHT/BLK-XL,"Male Power Lo Rise Panel Short / White/Black / X-Large",Boxer,MP156172,2,"Male_Power\156172WB"
MP156222-BLU/BLK-S,"Panel Short - Blue/Black Small",Shorts,MP156222,2,"Male_Power\156222BU_1.jpg","Male_Power\156222BU.jpg","Male_Power\156222BU_Back.jpg"
MP156222-BLU/BLK-M,"Panel Short - Blue/Black Medium",Shorts,MP156222,2,"Male_Power\156222BU.jpg","Male_Power\156222BU_Back.jpg"
MP156222-BLU/BLK-L,"Panel Short - Blue/Black Large",Shorts,MP156222,2,"Male_Power\156222BU.jpg","Male_Power\156222BU_Back.jpg"
MP156222-BLU/BLK-XL,"Panel Short - Blue/Black X-Large",Shorts,MP156222,2,"Male_Power\156222BU.jpg","Male_Power\156222BU_Back.jpg"
MP156222-WNE/BLK-S,"Panel Short - Wine/Black Small",Shorts,MP156222,3,"Male_Power\156222WN.jpg","Male_Power\156222RE_Back.jpg"
MP156222-WNE/BLK-M,"Panel Short - Wine/Black Medium",Shorts,MP156222,3,"Male_Power\156222WN.jpg","Male_Power\156222RE_Back.jpg"
MP156222-WNE/BLK-L,"Panel Short - Wine/Black Large",Shorts,MP156222,3,"Male_Power\156222WN.jpg","Male_Power\156222RE_Back.jpg"
MP156222-WNE/BLK-XL,"Panel Short - Wine/Black X-Large",Shorts,MP156222,3,"Male_Power\156222WN.jpg","Male_Power\156222RE_Back.jpg"
MP157196-BLU/BLK-L,"Zipper Short - Blue/Black Large",Shorts,MP157196,2,"Male_Power\157196BE.jpg","Male_Power\157196BE_Back.jpg"
MP157196-BLU/BLK-M,"Zipper Short - Blue/Black Medium",Shorts,MP157196,2,"Male_Power\157196BE.jpg","Male_Power\157196BE_Back.jpg"
MP157196-BLU/BLK-S,"Zipper Short - Blue/Black Small",Shorts,MP157196,1,"Male_Power\157196BE.jpg","Male_Power\157196BE_Back.jpg"
MP157196-BLU/BLK-XL,"Zipper Short - Blue/Black X-Large",Shorts,MP157196,2,"Male_Power\157196BE.jpg","Male_Power\157196BE_Back.jpg"
MP158156-BLK-XL,"Male Power Lo Rise Pouch Enhancer Short / Black / X-Large",Boxer,MP158156,6,"Male_Power\158156BK"
MP160171-BLK-L,"Boxer - Black Large",Boxer,MP160171,3,"Male_Power\160171BK.jpg","Male_Power\160171BK _2.jpg"
MP160171-BLK-M,"Boxer - Black Medium",Boxer,MP160171,3,"Male_Power\160171BK.jpg","Male_Power\160171BK _2.jpg"
MP160171-BLK-S,"Boxer - Black Small",Boxer,MP160171,4,"Male_Power\160171BK.jpg","Male_Power\160171BK _2.jpg"
MP160171-BLK-XL,"Boxer - Black X-Large",Boxer,MP160171,4,"Male_Power\160171BK.jpg","Male_Power\160171BK _2.jpg"
MP160171-TEA-L,"Boxer - Teal Large",Boxer,MP160171,3,"Male_Power\160171BE.jpg","Male_Power\160171BE_Back.jpg"
MP160171-TEA-M,"Boxer - Teal Medium",Boxer,MP160171,2,"Male_Power\160171BE.jpg","Male_Power\160171BE_Back.jpg"
MP160171-TEA-S,"Boxer - Teal Small",Boxer,MP160171,3,"Male_Power\160171BE.jpg","Male_Power\160171BE_Back.jpg"
MP160171-TEA-XL,"Boxer - Teal X-Large",Boxer,MP160171,3,"Male_Power\160171BE.jpg","Male_Power\160171BE_Back.jpg"
MP168004-BLK-LXL,"Male Power Ladder Short / Black / Large/X-Large",Boxer,MP168004,4,"Male_Power\168004BK"
MP168004-BLK-SM,"Male Power Ladder Short / Black / Small/Medium",Boxer,MP168004,2,"Male_Power\168004BK"
MP174178-BLK-LXL,"Male Power Power Sock Short  / Black / Large/X-Large",Boxer,MP174178,2,"Male_Power\174178BK"
MP174178-BLK-SM,"Male Power Power Sock Short  / Black / Small/Medium",Boxer,MP174178,1,"Male_Power\174178BK"
MP175178-BLK-LXL,"Male Power Garter Belt / Black / Large/X-Large",Boxer,MP175178,9,"Male_Power\175178BK"
MP180226-PRNT-L,"Crossover Short - Print Large",Shorts,MP180226,1,"Male_Power\180226PR.jpg","Male_Power\180226PR_Back.jpg"
MP180226-PRNT-XL,"Crossover Short - Print X-Large",Shorts,MP180226,1,"Male_Power\180226PR.jpg","Male_Power\180226PR_Back.jpg"
MP188171-BLK-L,"Lounge Pant - Black Large",Loungewear,MP188171,4,"Male_Power\188171BK.jpg"
MP188171-BLK-M,"Lounge Pant - Black Medium",Loungewear,MP188171,4,"Male_Power\188171BK.jpg"
MP188171-BLK-S,"Lounge Pant - Black Small",Loungewear,MP188171,4,"Male_Power\188171BK.jpg"
MP188171-BLK-XL,"Lounge Pant - Black X-Large",Loungewear,MP188171,4,"Male_Power\188171BK.jpg"
MP188171-TEA-S,"Lounge Pant - Teal Small",Loungewear,MP188171,3,"Male_Power\188171BE.jpg","Male_Power\188171BE_Back.jpg"
MP188171-TEA-XL,"Lounge Pant - Teal X-Large",Loungewear,MP188171,1,"Male_Power\188171BE.jpg","Male_Power\188171BE_Back.jpg"
MP237230-TRQ/BLK-L/XL,"Cutout Thong - Turq/Black Large/X-Large",Thong,MP237230,1,"Male_Power\237230TB.jpg","Male_Power\237230TB_Back.jpg"
MP237230-TRQ/BLK-S/M,"Cutout Thong - Turq/Black Small/Medium",Thong,MP237230,1,"Male_Power\237230TB.jpg","Male_Power\237230TB_Back.jpg"
MP300229-ORG-S/M,"Moonshine - Orange Small/Medium",Brief,MP300229,3,"Male_Power\300229OR.jpg","Male_Power\300229OR_Back.jpg"
MP300229-ORG-L/XL,"Moonshine - Orange Large/X-Large",Brief,MP300229,4,"Male_Power\300229OR.jpg","Male_Power\300229OR_Back.jpg"
MP300229-PUR-S/M,"Moonshine - Purple Small/Medium",Brief,MP300229,2,"Male_Power\300229PL.jpg","Male_Power\300229PL_Back.jpg"
MP300229-PUR-L/XL,"Moonshine - Purple Large/X-Large",Brief,MP300229,1,"Male_Power\300229PL.jpg","Male_Power\300229PL_Back.jpg"
MP308178-BLK-LXL,"Male Power Sling Thong / Black / Large/X-Large",Thong,MP308178,24,"Male_Power\308178BK"
MP336054-BLK-SM,"Male Power Power Sock / Black / Small/Medium",Thong,MP336054,1,"Male_Power\336054BK"
MP336171-TEA-LXL,"Male Power Power Sock / Teal / Large/X-Large",Thong,MP336171,1,"Male_Power\336171TE"
MP349156-BLK-SM,"Male Power Jock / Black / Small/Medium",Jock,MP349156,1,"Male_Power\349156BK"
MP349160-RED-LXL,"Male Power Jock / Red / Large/X-Large",Jock,MP349160,1,"Male_Power\349160RD"
MP389170-NUD-SM,"Male Power Jock / Nude / Small/Medium",Jock,MP389170,1,"Male_Power\389170NU"
MP389197-BLK-LXL,"Male Power Jock / Black / Large/X-Large",Jock,MP389197,3,"Male_Power\389197BK"
MP389197-BLK-SM,"Male Power Jock / Black / Small/Medium",Jock,MP389197,1,"Male_Power\389197BK"
MP392206-COP-LXL,"Male Power Jock / Copper / Large/X-Large",Jock,MP392206,2,"Male_Power\392206CP"
MP392206-COP-SM,"Male Power Jock / Copper / Small/Medium",Jock,MP392206,1,"Male_Power\392206CP"
MP392206-SLV-LXL,"Male Power Jock / Silver / Large/X-Large",Jock,MP392206,1,"Male_Power\392206SI"
MP433170-BLK-SM,"Male Power Micro Thong / Black / Small/Medium",Thong,MP433170,2,"Male_Power\433170BK"
MP433170-RED-LXL,"Male Power Micro Thong / Red / Large/X-Large",Thong,MP433170,4,"Male_Power\433170RE"
MP436174-BRN-SM,"Male Power Lo Rise Enhancer Thong / Brown / Small/Medium",Thong,MP436174,2,"Male_Power\436174BN"
MP436208-MNT/GRY-LXL,"Male Power Bong Thong / Mint/Grey / Large/X-Large",Thong,MP436208,1,"Male_Power\436208MG"
MP436208-MNT/GRY-SM,"Male Power Bong Thong / Mint/Grey / Small/Medium",Thong,MP436208,2,"Male_Power\436208MG"
MP443206-COP-LXL,"Male Power Thong  / Copper / Large/X-Large",Thong,MP443206,1,"Male_Power\443206CP"
MP443206-COP-SM,"Male Power Thong  / Copper / Small/Medium",Thong,MP443206,1,"Male_Power\443206CP"
MP443206-SLV-LXL,"Male Power Thong  / Silver / Large/X-Large",Thong,MP443206,1,"Male_Power\443206SI"
MP443206-SLV-SM,"Male Power Thong  / Silver / Small/Medium",Thong,MP443206,0,"Male_Power\443206SI"
MP444205-TP-LXL,"Male Power Wonder Thong / Taupe / Large/X-Large",Thong,MP444205,2,"Male_Power\444205TP"
MP444205-TP-SM,"Male Power Wonder Thong / Taupe / Small/Medium",Thong,MP444205,1,"Male_Power\444205TP"
MP446210-GRN-LXL,"Male Power Micro Thong / Green / Large/X-Large",Thong,MP446210,3,"Male_Power\446210GN"
MP446210-GRN-SM,"Male Power Micro Thong / Green / Small/Medium",Thong,MP446210,3,"Male_Power\446210GN"
MP446210-BGE-LXL,"Male Power Micro Thong / Blue / Large/X-Large",Thong,MP446210,2,"Male_Power\446210BE"
MP446210-BGE-SM,"Male Power Micro Thong / Blue / Small/Medium",Thong,MP446210,2,"Male_Power\446210BE"
MP447172-WHT/BLK-L,"Male Power Lo Rise Panel Thong / White/Black / Large",Thong,MP447172,2,"Male_Power\447172WB"
MP447172-WHT/BLK-M,"Male Power Lo Rise Panel Thong / White/Black / Medium",Thong,MP447172,1,"Male_Power\447172WB"
MP447172-WHT/BLK-S,"Male Power Lo Rise Panel Thong / White/Black / Small",Thong,MP447172,1,"Male_Power\447172WB"
MP450205-TP-OS,"Male Power Posing Strap / Taupe / One Size","Posing Strap",MP450205,1,"Male_Power\450205TP"
MP454197-BLK-LXL,"Male Power Micro G-String V / Black / Large/X-Large",G-String,MP454197,2,"Male_Power\454197BK"
MP47045D-BLK-L,"Male Power Classic Bikini  / Black / Large",Bikini,MP47045D,1,"Male_Power\47045DBK"
MP47045D-BLK-M,"Male Power Classic Bikini  / Black / Medium",Bikini,MP47045D,1,"Male_Power\47045DBK"
MP47045D-BLK-S,"Male Power Classic Bikini  / Black / Small",Bikini,MP47045D,1,"Male_Power\47045DBK"
MP47045D-BLK-XL,"Male Power Classic Bikini  / Black / X-Large",Bikini,MP47045D,1,"Male_Power\47045DBK"
MP471172-WHT/BLK-L,"Male Power Lo Rise Panel Bikini / White/Black / Large",Bikini,MP471172,2,"Male_Power\471172WB"
MP471172-WHT/BLK-M,"Male Power Lo Rise Panel Bikini / White/Black / Medium",Bikini,MP471172,2,"Male_Power\471172WB"
MP471172-WHT/BLK-S,"Male Power Lo Rise Panel Bikini / White/Black / Small",Bikini,MP471172,2,"Male_Power\471172WB"
MP471172-WHT/BLK-XL,"Male Power Lo Rise Panel Bikini / White/Black / X-Large",Bikini,MP471172,1,"Male_Power\471172WB"
MP474170-NDE-L,"Male Power Mustang Bikini / Nude / Large",Bikini,MP474170,1,"Male_Power\474170NU"
MP474170-NDE-M,"Male Power Mustang Bikini / nude / Medium",Bikini,MP474170,3,"Male_Power\474170NU"
MP474170-NDE-S,"Male Power Mustang Bikini / Nude / Small",Bikini,MP474170,3,"Male_Power\474170NU"
MP474170-NDE-XL,"Male Power Mustang Bikini / Nude / X-Large",Bikini,MP474170,2,"Male_Power\474170NU"
MP474170-RED-M,"Male Power Mustang Bikini / Red / Medium",Bikini,MP474170,1,"Male_Power\474170RE"
MP479171-BLK-L,"Male Power Thruster Bikini  / Black / Large",Bikini,MP479171,4,"Male_Power\479171BK"
MP479171-BLK-M,"Male Power Thruster Bikini  / Black / Medium",Bikini,MP479171,4,"Male_Power\479171BK"
MP479171-BLK-S,"Male Power Thruster Bikini  / Black / Small",Bikini,MP479171,4,"Male_Power\479171BK"
MP479171-BLK-XL,"Male Power Thruster Bikini  / Black / X-Large",Bikini,MP479171,4,"Male_Power\479171BK"
MP479171-TEA-L,"Male Power Thruster Bikini  / Teal / Large",Bikini,MP479171,4,"Male_Power\479171TE"
MP479171-TEA-M,"Male Power Thruster Bikini  / Teal / Medium",Bikini,MP479171,4,"Male_Power\479171TE"
MP479171-TEA-S,"Male Power Thruster Bikini  / Teal / Small",Bikini,MP479171,3,"Male_Power\479171TE"
MP479171-TEA-XL,"Male Power Thruster Bikini  / Teal / X-Large",Bikini,MP479171,4,"Male_Power\479171TE"
MP480199-PRNT-L,"Male Power Brazilian Bikini  / Print / Large",Bikini,MP480199,2,"Male_Power\480199PR"
MP480199-PRNT-S,"Male Power Brazilian Bikini  / Print / Small",Bikini,MP480199,2,"Male_Power\480199PR"
MP480199-PRNT-XL,"Male Power Brazilian Bikini  / Print / X-Large",Bikini,MP480199,4,"Male_Power\480199PR"
MP490054-BLK-L,"Male Power Lo Rise Pouch Enhancer Bikini  / Black / Large",Bikini,MP490054,2,"Male_Power\490054BK"
MP490054-BLK-M,"Male Power Lo Rise Pouch Enhancer Bikini  / Black / Medium",Bikini,MP490054,2,"Male_Power\490054BK"
MP490054-BLK-S,"Male Power Lo Rise Pouch Enhancer Bikini  / Black / Small",Bikini,MP490054,2,"Male_Power\490054BK"
MP490054-BLK-XL,"Male Power Lo Rise Pouch Enhancer Bikini  / Black / X-Large",Bikini,MP490054,2,"Male_Power\490054BK"
MP490054-RED-M,"Male Power Lo Rise Pouch Enhancer Bikini  / Red / Medium",Bikini,MP490054,2,"Male_Power\490054RE"
MP490054-RED-S,"Male Power Lo Rise Pouch Enhancer Bikini  / Red / Small",Bikini,MP490054,2,"Male_Power\490054RE"
MP490054-RED-XL,"Male Power Lo Rise Pouch Enhancer Bikini  / Red / X-Large",Bikini,MP490054,1,"Male_Power\490054RE"
MP490156-BLK-S,"Male Power Lo Rise Pouch Enhancer Bikini / Black / Small",Bikini,MP490156,6,"Male_Power\490156BK"
MP490208-MNT/GRY-L,"Male Power Lo Rise Bikini  / Mint/Grey / Large",Bikini,MP490208,2,"Male_Power\490208MG"
MP490208-MNT/GRY-M,"Male Power Lo Rise Bikini  / Mint/Grey / Medium",Bikini,MP490208,1,"Male_Power\490208MG"
MP490208-MNT/GRY-S,"Male Power Lo Rise Bikini  / Mint/Grey / Small",Bikini,MP490208,1,"Male_Power\490208MG"
MP490208-MNT/GRY-XL,"Male Power Lo Rise Bikini  / Mint/Grey / X-Large",Bikini,MP490208,2,"Male_Power\490208MG"
MP490208-YEL/GRY-L,"Male Power Lo Rise Bikini  / Yellow/Grey / Large",Bikini,MP490208,2,"Male_Power\490208YG"
MP490208-YEL/GRY-S,"Male Power Lo Rise Bikini  / Yellow/Grey / Small",Bikini,MP490208,2,"Male_Power\490208YG"
MP490208-YEL/GRY-XL,"Male Power Lo Rise Bikini  / Yellow/Grey / X-Large",Bikini,MP490208,2,"Male_Power\490208YG"
MP491210-GRN-L,"Male Power Lo Rise Bikini  / Green / Large",Bikini,MP491210,2,"Male_Power\491210GN"
MP491210-GRN-S,"Male Power Lo Rise Bikini  / Green / Small",Bikini,MP491210,2,"Male_Power\491210GN"
MP491210-GRN-XL,"Male Power Lo Rise Bikini  / Green / X-Large",Bikini,MP491210,2,"Male_Power\491210GN"
MPPAK146-BLK-SM,"Male Power Olympus / Black / Small/Medium",Bondage,MPPAK146,2,"Male_Power\PAK146"
MPPAK148-BLK-SM,"Male Power Master  / Black / Small/Medium",Bondage,MPPAK148,12,"Male_Power\PAK148"
MPPAK149-BLK-LXL,"Male Power Cretin / Black / Large/X-Large",Bondage,MPPAK149,3,"Male_Power\PAK149"
MPPAK149-BLK-SM,"Male Power Cretin / Black / Small/Medium",Bondage,MPPAK149,4,"Male_Power\PAK149"
MPPAK152-BLK-SM,"Male Power Hermes / Black / Small/Medium",Bondage,MPPAK152,3,"Male_Power\PAK152"
MPPAK152-BLK-LXL,"Male Power Hermes / Black / Large/X-Large",Bondage,MPPAK152,0,"Male_Power\PAK152"
MPPAK153-BLK-LXL,"Male Power Pouch Thong / Black / Large/X-Large",Thong,MPPAK153,2,"Male_Power\PAK153"
MPPAK823-BLK-LXL,"Male Power E-Z Access Button Thong / Black / Large/X-Large",Thong,MPPAK823,3,"Male_Power\PAK823BK"
MPPAK823-BLK-SM,"Male Power E-Z Access Button Thong / Black / Small/Medium",Thong,MPPAK823,3,"Male_Power\PAK823BK"
MPPAK823-RED-LXL,"Male Power E-Z Access Button Thong / Red / Large/X-Large",Thong,MPPAK823,3,"Male_Power\PAK823RE"
MPPAK823-RED-SM,"Male Power E-Z Access Button Thong / Red / Small/Medium",Thong,MPPAK823,3,"Male_Power\PAK823RE"
MP389240-PRNT-L/XL,"Jock - Print Large/X-Large",Jock,MP389240,2,"Male_Power\389240PR_Alt-1.jpg","Male_Power\389240PR_Back.jpg"
MP389240-PRNT-S/M,"Jock - Print Small/Medium",Jock,MP389240,0,"Male_Power\389240PR_Alt-1.jpg","Male_Power\389240PR_Back.jpg"
MP351235-BLK-L/XL,"Jock with pocket cavity - Black Large/X-Large",Jock,MP351235,4,"Male_Power\351235BK.jpg","Male_Power\351235BK_Back.jpg"
MP351235-NVY-L/XL,"Jock with pocket cavity - Navy Large/X-Large",Jock,MP351235,1,"Male_Power\351235NV.jpg","Male_Power\351235NV_Back.jpg"
MP398223-BLK-S/M,"Jock Ring - Black Small/Medium",Jock,MP398223,3,"Male_Power\398223BK.jpg","Male_Power\398223BK_Back.jpg"
MP398223-BLK-L/XL,"Jock Ring - Black Large/X-Large",Jock,MP398223,3,"Male_Power\398223BK.jpg","Male_Power\398223BK_Back.jpg"
MPC001-BLK-S/M,"Butt-Ler - Black Small/Medium","Dress Up",MPC001,3,"Male_Power\MPC001BK.jpg","Male_Power\MPC001BK_Back.jpg"
MPC001-BLK-L/XL,"Butt-Ler - Black Large/X-Large","Dress Up",MPC001,3,"Male_Power\MPC001BK.jpg","Male_Power\MPC001BK_Back.jpg"
