stock_code,parent_stock_type,parent_stock_code,stock_available
MP153062-OLI-S,Shorts,MP153062,2,"Male_Power\153062OD.jpg","Male_Power\153062OD_Back.jpg"
MP153062-OLI-M,Shorts,MP153062,2,"Male_Power\153062OD.jpg","Male_Power\153062OD_Back.jpg"
MP153062-OLI-L,Shorts,MP153062,2,"Male_Power\153062OD.jpg","Male_Power\153062OD_Back.jpg"
MP153062-OLI-XL,Shorts,MP153062,2,"Male_Power\153062OD.jpg","Male_Power\153062OD_Back.jpg"
MP153062-RED-S,Shorts,MP153062,2,"Male_Power\153062RE.jpg","Male_Power\153062RE_Back.jpg"
MP153062-RED-M,Shorts,MP153062,2,"Male_Power\153062RE.jpg","Male_Power\153062RE_Back.jpg"
MP153062-RED-L,Shorts,MP153062,2,"Male_Power\153062RE.jpg","Male_Power\153062RE_Back.jpg"
MP153062-RED-XL,Shorts,MP153062,2,"Male_Power\153062RE.jpg","Male_Power\153062RE_Back.jpg"
MP153200-CAM-S,Shorts,MP153200,5,"Male_Power\153200OD.jpg","Male_Power\153200OD_Back.jpg"
MP153200-CAM-M,Shorts,MP153200,3,"Male_Power\153200OD.jpg","Male_Power\153200OD_Back.jpg"
MP153200-CAM-L,Shorts,MP153200,1,"Male_Power\153200OD.jpg","Male_Power\153200OD_Back.jpg"
MP153200-CAM-XL,Shorts,MP153200,5,"Male_Power\153200OD.jpg","Male_Power\153200OD_Back.jpg"
MP153205-NVY-S,Boxer,MP153205,1,"Male_Power\153205NV"
MP155225,Shorts,MP155225,0,"Male_Power\155225BP_1.jpg","Male_Power\155225BP.jpg","Male_Power\155225BP_Back.jpg"
MP156172-WHT/BLK-L,Boxer,MP156172,3,"Male_Power\156172WB"
MP156172-WHT/BLK-M,Boxer,MP156172,3,"Male_Power\156172WB"
MP156172-WHT/BLK-S,Boxer,MP156172,3,"Male_Power\156172WB"
MP156172-WHT/BLK-XL,Boxer,MP156172,2,"Male_Power\156172WB"
MP156222-BLU/BLK-S,Shorts,MP156222,2,"Male_Power\156222BU_1.jpg","Male_Power\156222BU.jpg","Male_Power\156222BU_Back.jpg"
MP156222-BLU/BLK-M,Shorts,MP156222,2,"Male_Power\156222BU.jpg","Male_Power\156222BU_Back.jpg"
MP156222-BLU/BLK-L,Shorts,MP156222,2,"Male_Power\156222BU.jpg","Male_Power\156222BU_Back.jpg"
MP156222-BLU/BLK-XL,Shorts,MP156222,2,"Male_Power\156222BU.jpg","Male_Power\156222BU_Back.jpg"
MP156222-WNE/BLK-S,Shorts,MP156222,3,"Male_Power\156222WN.jpg","Male_Power\156222RE_Back.jpg"
MP156222-WNE/BLK-M,Shorts,MP156222,3,"Male_Power\156222WN.jpg","Male_Power\156222RE_Back.jpg"
MP156222-WNE/BLK-L,Shorts,MP156222,3,"Male_Power\156222WN.jpg","Male_Power\156222RE_Back.jpg"
MP156222-WNE/BLK-XL,Shorts,MP156222,3,"Male_Power\156222WN.jpg","Male_Power\156222RE_Back.jpg"
MP157196-BLU/BLK-L,Shorts,MP157196,2,"Male_Power\157196BE.jpg","Male_Power\157196BE_Back.jpg"
MP157196-BLU/BLK-M,Shorts,MP157196,2,"Male_Power\157196BE.jpg","Male_Power\157196BE_Back.jpg"
MP157196-BLU/BLK-S,Shorts,MP157196,1,"Male_Power\157196BE.jpg","Male_Power\157196BE_Back.jpg"
MP157196-BLU/BLK-XL,Shorts,MP157196,2,"Male_Power\157196BE.jpg","Male_Power\157196BE_Back.jpg"
MP158156-BLK-XL,Boxer,MP158156,6,"Male_Power\158156BK"
MP160171-BLK-L,Boxer,MP160171,3,"Male_Power\160171BK.jpg","Male_Power\160171BK _2.jpg"
MP160171-BLK-M,Boxer,MP160171,3,"Male_Power\160171BK.jpg","Male_Power\160171BK _2.jpg"
MP160171-BLK-S,Boxer,MP160171,4,"Male_Power\160171BK.jpg","Male_Power\160171BK _2.jpg"
MP160171-BLK-XL,Boxer,MP160171,4,"Male_Power\160171BK.jpg","Male_Power\160171BK _2.jpg"
MP160171-TEA-L,Boxer,MP160171,3,"Male_Power\160171BE.jpg","Male_Power\160171BE_Back.jpg"
MP160171-TEA-M,Boxer,MP160171,2,"Male_Power\160171BE.jpg","Male_Power\160171BE_Back.jpg"
MP160171-TEA-S,Boxer,MP160171,3,"Male_Power\160171BE.jpg","Male_Power\160171BE_Back.jpg"
MP160171-TEA-XL,Boxer,MP160171,3,"Male_Power\160171BE.jpg","Male_Power\160171BE_Back.jpg"
MP168004-BLK-LXL,Boxer,MP168004,4,"Male_Power\168004BK"
MP168004-BLK-SM,Boxer,MP168004,2,"Male_Power\168004BK"
MP174178-BLK-LXL,Boxer,MP174178,2,"Male_Power\174178BK"
MP174178-BLK-SM,Boxer,MP174178,1,"Male_Power\174178BK"
MP175178-BLK-LXL,Boxer,MP175178,9,"Male_Power\175178BK"
MP180226-PRNT-L,Shorts,MP180226,1,"Male_Power\180226PR.jpg","Male_Power\180226PR_Back.jpg"
MP180226-PRNT-XL,Shorts,MP180226,1,"Male_Power\180226PR.jpg","Male_Power\180226PR_Back.jpg"
MP188171-BLK-L,Loungewear,MP188171,4,"Male_Power\188171BK.jpg"
MP188171-BLK-M,Loungewear,MP188171,4,"Male_Power\188171BK.jpg"
MP188171-BLK-S,Loungewear,MP188171,4,"Male_Power\188171BK.jpg"
MP188171-BLK-XL,Loungewear,MP188171,4,"Male_Power\188171BK.jpg"
MP188171-TEA-S,Loungewear,MP188171,3,"Male_Power\188171BE.jpg","Male_Power\188171BE_Back.jpg"
MP188171-TEA-XL,Loungewear,MP188171,1,"Male_Power\188171BE.jpg","Male_Power\188171BE_Back.jpg"
MP237230-TRQ/BLK-L/XL,Thong,MP237230,1,"Male_Power\237230TB.jpg","Male_Power\237230TB_Back.jpg"
MP237230-TRQ/BLK-S/M,Thong,MP237230,1,"Male_Power\237230TB.jpg","Male_Power\237230TB_Back.jpg"
MP300229-ORG-S/M,Brief,MP300229,3,"Male_Power\300229OR.jpg","Male_Power\300229OR_Back.jpg"
MP300229-ORG-L/XL,Brief,MP300229,4,"Male_Power\300229OR.jpg","Male_Power\300229OR_Back.jpg"
MP300229-PUR-S/M,Brief,MP300229,2,"Male_Power\300229PL.jpg","Male_Power\300229PL_Back.jpg"
MP300229-PUR-L/XL,Brief,MP300229,1,"Male_Power\300229PL.jpg","Male_Power\300229PL_Back.jpg"
MP308178-BLK-LXL,Thong,MP308178,24,"Male_Power\308178BK"
MP336054-BLK-SM,Thong,MP336054,1,"Male_Power\336054BK"
MP336171-TEA-LXL,Thong,MP336171,1,"Male_Power\336171TE"
MP349156-BLK-SM,Jock,MP349156,1,"Male_Power\349156BK"
MP349160-RED-LXL,Jock,MP349160,1,"Male_Power\349160RD"
MP389170-NUD-SM,Jock,MP389170,1,"Male_Power\389170NU"
MP389197-BLK-LXL,Jock,MP389197,3,"Male_Power\389197BK"
MP389197-BLK-SM,Jock,MP389197,1,"Male_Power\389197BK"
MP392206-COP-LXL,Jock,MP392206,2,"Male_Power\392206CP"
MP392206-COP-SM,Jock,MP392206,1,"Male_Power\392206CP"
MP392206-SLV-LXL,Jock,MP392206,1,"Male_Power\392206SI"
MP433170-BLK-SM,Thong,MP433170,2,"Male_Power\433170BK"
MP433170-RED-LXL,Thong,MP433170,4,"Male_Power\433170RE"
MP436174-BRN-SM,Thong,MP436174,2,"Male_Power\436174BN"
MP436208-MNT/GRY-LXL,Thong,MP436208,1,"Male_Power\436208MG"
MP436208-MNT/GRY-SM,Thong,MP436208,2,"Male_Power\436208MG"
MP443206-COP-LXL,Thong,MP443206,1,"Male_Power\443206CP"
MP443206-COP-SM,Thong,MP443206,1,"Male_Power\443206CP"
MP443206-SLV-LXL,Thong,MP443206,1,"Male_Power\443206SI"
MP443206-SLV-SM,Thong,MP443206,0,"Male_Power\443206SI"
MP444205-TP-LXL,Thong,MP444205,2,"Male_Power\444205TP"
MP444205-TP-SM,Thong,MP444205,1,"Male_Power\444205TP"
MP446210-GRN-LXL,Thong,MP446210,3,"Male_Power\446210GN"
MP446210-GRN-SM,Thong,MP446210,3,"Male_Power\446210GN"
MP446210-BGE-LXL,Thong,MP446210,2,"Male_Power\446210BE"
MP446210-BGE-SM,Thong,MP446210,2,"Male_Power\446210BE"
MP447172-WHT/BLK-L,Thong,MP447172,2,"Male_Power\447172WB"
MP447172-WHT/BLK-M,Thong,MP447172,1,"Male_Power\447172WB"
MP447172-WHT/BLK-S,Thong,MP447172,1,"Male_Power\447172WB"
MP450205-TP-OS,"Posing Strap",MP450205,1,"Male_Power\450205TP"
MP454197-BLK-LXL,G-String,MP454197,2,"Male_Power\454197BK"
MP47045D-BLK-L,Bikini,MP47045D,1,"Male_Power\47045DBK"
MP47045D-BLK-M,Bikini,MP47045D,1,"Male_Power\47045DBK"
MP47045D-BLK-S,Bikini,MP47045D,1,"Male_Power\47045DBK"
MP47045D-BLK-XL,Bikini,MP47045D,1,"Male_Power\47045DBK"
MP471172-WHT/BLK-L,Bikini,MP471172,2,"Male_Power\471172WB"
MP471172-WHT/BLK-M,Bikini,MP471172,2,"Male_Power\471172WB"
MP471172-WHT/BLK-S,Bikini,MP471172,2,"Male_Power\471172WB"
MP471172-WHT/BLK-XL,Bikini,MP471172,1,"Male_Power\471172WB"
MP474170-NDE-L,Bikini,MP474170,1,"Male_Power\474170NU"
MP474170-NDE-M,Bikini,MP474170,3,"Male_Power\474170NU"
MP474170-NDE-S,Bikini,MP474170,3,"Male_Power\474170NU"
MP474170-NDE-XL,Bikini,MP474170,2,"Male_Power\474170NU"
MP474170-RED-M,Bikini,MP474170,1,"Male_Power\474170RE"
MP479171-BLK-L,Bikini,MP479171,4,"Male_Power\479171BK"
MP479171-BLK-M,Bikini,MP479171,4,"Male_Power\479171BK"
MP479171-BLK-S,Bikini,MP479171,4,"Male_Power\479171BK"
MP479171-BLK-XL,Bikini,MP479171,4,"Male_Power\479171BK"
MP479171-TEA-L,Bikini,MP479171,4,"Male_Power\479171TE"
MP479171-TEA-M,Bikini,MP479171,4,"Male_Power\479171TE"
MP479171-TEA-S,Bikini,MP479171,3,"Male_Power\479171TE"
MP479171-TEA-XL,Bikini,MP479171,4,"Male_Power\479171TE"
MP480199-PRNT-L,Bikini,MP480199,2,"Male_Power\480199PR"
MP480199-PRNT-S,Bikini,MP480199,2,"Male_Power\480199PR"
MP480199-PRNT-XL,Bikini,MP480199,4,"Male_Power\480199PR"
MP490054-BLK-L,Bikini,MP490054,2,"Male_Power\490054BK"
MP490054-BLK-M,Bikini,MP490054,2,"Male_Power\490054BK"
MP490054-BLK-S,Bikini,MP490054,2,"Male_Power\490054BK"
MP490054-BLK-XL,Bikini,MP490054,2,"Male_Power\490054BK"
MP490054-RED-M,Bikini,MP490054,2,"Male_Power\490054RE"
MP490054-RED-S,Bikini,MP490054,2,"Male_Power\490054RE"
MP490054-RED-XL,Bikini,MP490054,1,"Male_Power\490054RE"
MP490156-BLK-S,Bikini,MP490156,6,"Male_Power\490156BK"
MP490208-MNT/GRY-L,Bikini,MP490208,2,"Male_Power\490208MG"
MP490208-MNT/GRY-M,Bikini,MP490208,1,"Male_Power\490208MG"
MP490208-MNT/GRY-S,Bikini,MP490208,1,"Male_Power\490208MG"
MP490208-MNT/GRY-XL,Bikini,MP490208,2,"Male_Power\490208MG"
MP490208-YEL/GRY-L,Bikini,MP490208,2,"Male_Power\490208YG"
MP490208-YEL/GRY-S,Bikini,MP490208,2,"Male_Power\490208YG"
MP490208-YEL/GRY-XL,Bikini,MP490208,2,"Male_Power\490208YG"
MP491210-GRN-L,Bikini,MP491210,2,"Male_Power\491210GN"
MP491210-GRN-S,Bikini,MP491210,2,"Male_Power\491210GN"
MP491210-GRN-XL,Bikini,MP491210,2,"Male_Power\491210GN"
MPPAK146-BLK-SM,Bondage,MPPAK146,2,"Male_Power\PAK146"
MPPAK148-BLK-SM,Bondage,MPPAK148,12,"Male_Power\PAK148"
MPPAK149-BLK-LXL,Bondage,MPPAK149,3,"Male_Power\PAK149"
MPPAK149-BLK-SM,Bondage,MPPAK149,4,"Male_Power\PAK149"
MPPAK152-BLK-SM,Bondage,MPPAK152,3,"Male_Power\PAK152"
MPPAK152-BLK-LXL,Bondage,MPPAK152,0,"Male_Power\PAK152"
MPPAK153-BLK-LXL,Thong,MPPAK153,2,"Male_Power\PAK153"
MPPAK823-BLK-LXL,Thong,MPPAK823,3,"Male_Power\PAK823BK"
MPPAK823-BLK-SM,Thong,MPPAK823,3,"Male_Power\PAK823BK"
MPPAK823-RED-LXL,Thong,MPPAK823,3,"Male_Power\PAK823RE"
MPPAK823-RED-SM,Thong,MPPAK823,3,"Male_Power\PAK823RE"
MP389240-PRNT-L/XL,Jock,MP389240,2,"Male_Power\389240PR_Alt-1.jpg","Male_Power\389240PR_Back.jpg"
MP389240-PRNT-S/M,Jock,MP389240,0,"Male_Power\389240PR_Alt-1.jpg","Male_Power\389240PR_Back.jpg"
MP351235-BLK-L/XL,Jock,MP351235,4,"Male_Power\351235BK.jpg","Male_Power\351235BK_Back.jpg"
MP351235-NVY-L/XL,Jock,MP351235,1,"Male_Power\351235NV.jpg","Male_Power\351235NV_Back.jpg"
MP398223-BLK-S/M,Jock,MP398223,3,"Male_Power\398223BK.jpg","Male_Power\398223BK_Back.jpg"
MP398223-BLK-L/XL,Jock,MP398223,3,"Male_Power\398223BK.jpg","Male_Power\398223BK_Back.jpg"
MPC001-BLK-S/M,"Dress Up",MPC001,3,"Male_Power\MPC001BK.jpg","Male_Power\MPC001BK_Back.jpg"
MPC001-BLK-L/XL,"Dress Up",MPC001,3,"Male_Power\MPC001BK.jpg","Male_Power\MPC001BK_Back.jpg"
